#{"t_start": 1777875437.321235, "env_id": "None"}
r,l,t
-243.27678,21,56.06302
-173.09671,30,56.089526
-180.15009,42,56.120041
-298.54184,57,56.149551
-219.40533,37,56.182564
-210.31564,34,56.218081
-211.12328,21,56.252093
-239.05208,51,56.285113
-163.57031,28,56.320121
-178.72543,40,56.348647
-199.06927,33,56.386662
-153.56464,33,56.419099
-190.47626,37,56.45311
-187.14337,27,56.48061
-155.48036,35,56.509116
-206.05258,33,56.553637
-263.2118,20,56.553637
-160.30199,36,56.585157
-192.83955,33,56.622669
-243.43347,26,56.655681
-168.411,34,56.688691
-216.94891,21,56.718209
-189.23978,28,56.754232
-188.04619,25,56.798769
-249.2895,33,56.829782
-224.95876,45,56.859299
-246.86008,34,56.901309
-248.57678,71,56.929823
-125.12447,44,56.961834
-168.95644,39,56.991336
-197.56665,30,57.02185
-170.63435,38,57.066867
-216.17514,19,57.099693
-189.15916,22,57.133807
-208.52745,48,57.168361
-213.61334,36,57.204462
-271.59592,29,57.256977
-184.45767,54,57.287495
-350.17273,48,57.328011
-202.31372,35,57.356887
-167.86652,30,57.39054
-180.98204,38,57.423052
-179.99734,37,57.453565
-162.79977,36,57.511324
-251.03014,31,57.548398
-171.3636,32,57.579405
-272.7596,39,57.611923
-181.06013,47,57.644433
-263.3459,35,57.644933
-185.93483,46,57.683449
-162.30396,30,57.725484
-157.84073,32,57.767008
-321.9146,36,57.807033
-163.49904,38,57.846584
-177.84892,39,57.846584
-284.06683,53,57.891597
-207.60506,52,57.925612
-206.98065,35,57.958123
-295.86154,34,57.997643
-216.16467,44,58.029652
-204.07845,47,58.063662
-195.25272,43,58.107175
-195.09077,44,58.1467
-277.3197,31,58.1467
-196.97647,33,58.187731
-182.6769,36,58.232252
-182.68541,63,58.271769
-533.5794,111,58.310298
-205.85574,42,58.352817
-194.61479,34,58.390338
-213.70425,46,58.423853
-180.48253,27,58.456362
-270.54144,26,58.486876
-192.46814,26,58.528393
-2772.4717,371,58.569406
-198.62634,48,58.569406
-396.8927,73,58.608164
-188.70036,34,58.641177
-244.93259,27,58.671691
-181.77107,45,58.714729
-194.01073,45,58.748744
-211.96019,30,58.802285
-230.01457,33,58.802285
-147.66241,42,58.837295
-175.38249,43,58.867803
-487.36618,53,58.904927
-225.9711,54,58.954952
-221.29562,21,58.985987
-225.7002,43,59.013
-236.05223,46,59.043505
-190.87189,31,59.077021
-176.32603,34,59.107533
-185.04338,40,59.143047
-294.40652,48,59.18155
-273.72208,20,59.215566
-311.85913,28,59.250074
-176.53258,32,59.283084
-171.07796,37,59.327605
-265.6416,28,59.359628
-197.68808,55,59.405154
-169.03171,60,59.441175
-236.46751,50,59.441175
-157.5274,33,59.476194
-251.15355,43,59.506204
-223.46497,53,59.555725
-192.79428,30,59.598727
-181.99773,54,59.635746
-293.98987,39,59.664255
-155.30699,36,59.697782
-155.56386,56,59.729308
-172.79173,55,59.778331
-250.08672,22,59.814854
-200.11807,39,59.814854
-163.57735,27,59.857366
-153.00424,42,59.90237
-122.93469,55,59.937882
-160.44138,46,59.9694
-210.30106,31,60.003403
-237.56772,34,60.043423
-265.1175,34,60.043423
-424.64667,99,60.079489
-261.00845,23,60.1155
-151.68547,35,60.148518
-193.64217,26,60.189527
-204.3334,14,60.220551
-191.8494,27,60.255061
-167.42366,37,60.288576
-193.08253,44,60.334616
-178.87793,26,60.334616
-210.41354,50,60.38465
-171.75342,44,60.38465
-179.09142,32,60.418173
-146.51865,32,60.45219
-190.46361,37,60.492698
-143.56265,49,60.539207
-172.76268,42,60.570208
-162.48373,32,60.606243
-148.52728,32,60.606243
-280.22046,33,60.64224
-233.34917,32,60.671242
-207.62262,53,60.701754
-195.76917,31,60.759784
-197.64304,32,60.759784
-235.06767,29,60.7918
-174.38138,50,60.825861
-153.47513,38,60.874872
-218.78511,41,60.909396
-260.56247,51,60.942904
-301.13895,56,60.984936
-241.56177,36,61.013955
-188.43806,34,61.042958
-206.79675,40,61.074469
-181.39333,46,61.11098
-292.46927,32,61.144997
-277.76138,38,61.194975
-140.8882,45,61.194975
-240.04187,30,61.238163
-164.84879,26,61.270184
-166.61302,35,61.310696
-170.66652,49,61.34421
-153.6451,48,61.376211
-144.66563,36,61.420729
-246.71223,37,61.454242
-288.22452,62,61.486754
-217.87775,31,61.528282
-257.90567,23,61.5608
-192.31845,46,61.603211
-195.23143,48,61.661105
-156.42052,27,61.693616
-163.69958,37,61.729629
-196.49728,39,61.729629
-207.15152,39,61.758135
-214.0518,24,61.796662
-329.46567,59,61.796662
-201.5515,38,61.831672
-167.00168,20,61.877679
-253.5157,20,61.912188
-199.96541,21,61.939702
-259.3106,31,61.987726
-242.60483,42,62.025258
-158.20908,40,62.025258
-192.35262,54,62.073282
-477.7539,64,62.110813
-206.65123,43,62.146326
-266.2065,43,62.173836
-201.26727,50,62.20835
-328.1312,35,62.241363
-241.72484,37,62.272872
-184.41974,44,62.306883
-177.06279,32,62.343404
-175.31451,39,62.390929
-197.11874,38,62.424465
-160.12032,34,62.458987
-231.91394,40,62.491009
-197.663,26,62.521527
-184.8204,46,62.552038
-179.61288,41,62.587062
-200.0822,42,62.627579
-250.91254,28,62.675588
-164.90416,39,62.712318
-151.3518,34,62.742829
-180.45506,51,62.780843
-177.13422,47,62.814867
-177.89691,43,62.84738
-168.16183,37,62.876895
-440.66907,31,62.920402
-177.54785,30,62.956903
-131.76866,40,63.000416
-204.90556,75,63.033919
-227.37692,23,63.069441
-167.79724,34,63.095448
-153.81921,43,63.126953
-181.59703,43,63.161468
-176.73442,28,63.195518
-148.71202,46,63.22803
-245.70619,36,63.27705
-173.63039,33,63.311059
-200.45064,22,63.346565
-183.56886,34,63.385077
-211.58615,48,63.385577
-212.80725,36,63.420101
-191.84256,43,63.452604
-225.3028,52,63.493122
-219.25183,23,63.534142
-217.43343,28,63.573155
-325.35065,35,63.604667
-242.21797,39,63.638686
-162.95273,31,63.638686
-236.2113,20,63.688707
-166.92021,24,63.726727
-172.43797,42,63.757564
-262.74835,35,63.803091
-161.75035,54,63.845994
-169.90477,43,63.845994
-446.21606,73,63.881504
-256.46997,30,63.918523
-204.3135,37,63.950535
-178.4386,25,63.989052
-167.90118,40,64.020063
-229.55602,23,64.058587
-189.81956,33,64.092107
-178.05864,26,64.125627
-549.9158,112,64.164189
-218.51973,36,64.197206
-295.29675,33,64.235735
-218.59427,38,64.264246
-201.064,31,64.310265
-230.71454,37,64.34329
-247.74033,26,64.375312
-315.72113,35,64.412325
-150.50368,58,64.450355
-375.40607,91,64.488871
-205.0312,38,64.518881
-322.91824,41,64.554391
-196.37276,20,64.585409
-185.12807,28,64.619427
-227.64523,34,64.652943
-318.3337,44,64.696488
-305.89984,41,64.741007
-220.73766,32,64.772025
-175.2362,33,64.803035
-134.157,42,64.834546
-212.8649,52,64.876565
-191.69598,39,64.914082
-175.53862,29,64.954609
-206.98286,24,64.954609
-253.09157,64,64.997658
-177.3074,23,65.027673
-182.6935,17,65.058193
-219.41814,45,65.087711
-184.14029,43,65.120727
-156.3605,27,65.159744
-240.07983,25,65.203264
-171.71426,92,65.203264
-141.18774,25,65.234774
-150.77649,42,65.270286
-233.12938,43,65.316298
-378.4832,32,65.345311
-228.91057,28,65.378324
-171.95575,48,65.408849
-267.45233,35,65.451871
-181.45673,50,65.487385
-252.71133,78,65.517896
-370.31998,56,65.554916
-264.821,34,65.592428
-198.4823,41,65.624936
-255.20792,39,65.656946
-212.61372,49,65.69595
-228.4047,46,65.746467
-291.714,24,65.776969
-252.389,42,65.809983
-180.08232,36,65.842994
-192.65858,30,65.872499
-196.62227,40,72.827694
-192.88536,39,72.865361
-182.99916,65,72.904886
-212.62439,36,72.946398
-159.66025,34,72.97942
-132.9869,34,73.03347
-196.3598,49,73.03347
-199.42522,48,73.074501
-206.91508,30,73.108022
-158.5456,37,73.142041
-150.0271,54,73.177063
-151.45363,37,73.229596
-148.42393,27,73.267127
-207.9455,40,73.297643
-130.88832,32,73.33816
-209.84013,29,73.377188
-231.63214,40,73.429266
-226.30635,42,73.464285
-158.44226,28,73.506806
-179.73862,44,73.541819
-180.86487,40,73.592903
-186.0029,49,73.592903
-168.38809,48,73.592903
-204.07138,29,73.642511
-159.39163,84,73.678312
-185.17972,28,73.711359
-166.77025,45,73.740373
-242.83163,46,73.770401
-180.1847,32,73.812926
-172.37599,19,73.850944
-178.21588,26,73.878456
-173.81903,26,73.910469
-193.9375,52,73.950998
-177.32886,33,73.980504
-215.23834,35,74.018532
-241.1276,61,74.049544
-174.94275,25,74.078558
-325.46185,30,74.114074
-185.08223,43,74.150089
-173.75392,33,74.193611
-172.03831,29,74.229121
-173.74239,33,74.229121
-155.18137,32,74.280387
-218.2472,61,74.3159
-141.11452,43,74.354917
-141.0864,31,74.354917
-158.86263,47,74.388938
-196.05711,36,74.439955
-191.26907,39,74.473076
-141.91855,49,74.510589
-147.42703,39,74.548118
-199.26184,42,74.586643
-151.38661,41,74.617668
-155.90329,40,74.650681
-169.08731,33,74.688204
-140.34335,52,74.71822
-153.18497,30,74.766747
-212.58907,46,74.79509
-222.66725,44,74.832945
-221.24632,24,74.868969
-159.311,38,74.90442
-178.71523,50,74.944935
-175.66043,51,74.981452
-139.18091,33,75.020468
-227.56963,50,75.049979
-144.96173,28,75.078507
-260.96674,31,75.122536
-161.6309,43,75.122536
-216.37642,39,75.167048
-185.85655,45,75.22302
-147.97136,49,75.267534
-204.60828,39,75.306059
-130.59967,54,75.345083
-160.7202,55,75.378093
-173.57248,59,75.413133
-198.55753,53,75.448142
-135.70277,55,75.50016
-153.67332,31,75.50016
-168.99904,27,75.541173
-212.86583,50,75.580191
-208.63515,39,75.580191
-229.24278,43,75.624208
-180.74292,41,75.657714
-207.43515,44,75.697738
-234.61902,32,75.729252
-237.70616,30,75.766301
-220.08594,39,75.809813
-197.66653,53,75.840837
-150.92517,38,75.897974
-177.93816,37,75.934991
-195.26048,31,75.966506
-219.75653,46,76.00453
-374.45477,56,76.033542
-200.49277,70,76.066066
-137.90843,36,76.104578
-195.23514,37,76.140594
-202.7944,30,76.203622
-200.77274,49,76.203622
-164.78885,46,76.235637
-210.89087,49,76.281151
-175.73178,40,76.312607
-210.57672,58,76.350115
-140.87311,49,76.350615
-226.99109,28,76.393138
-231.69772,30,76.427153
-148.01904,52,76.427153
-138.32738,46,76.477691
-213.79247,39,76.514222
-168.52531,26,76.546246
-214.04626,31,76.581259
-158.35333,34,76.625772
-172.03964,48,76.625772
-120.24438,55,76.665789
-189.59557,21,76.7025
-183.12753,39,76.749525
-144.31824,42,76.79003
-173.43524,38,76.821054
-272.03238,28,76.852556
-160.05693,43,76.897265
-234.43855,43,76.897265
-220.84265,41,76.943784
-780.91956,108,76.98181
-140.45653,34,77.024821
-193.36574,47,77.058333
-238.62349,42,77.09285
-172.31616,42,77.125865
-165.74568,40,77.166379
-233.85266,41,77.198395
-149.06537,38,77.240407
-161.61545,39,77.28442
-174.06909,29,77.28442
-153.45428,38,77.327437
-197.1484,37,77.372451
-186.42896,32,77.409966
-163.351,43,77.44398
-200.6021,58,77.478498
-158.7211,30,77.518966
-168.59389,46,77.553006
-176.92537,49,77.585018
-183.5539,74,77.616554
-156.16426,34,77.660088
-188.51373,40,77.70369
-243.2422,54,77.737195
-151.11209,53,77.772199
-135.3,37,77.811736
-274.52753,46,77.852253
-140.58408,38,77.852253
-169.82887,41,77.890266
-180.28,30,77.935282
-187.42934,28,77.97529
-173.72278,31,77.97529
-151.0259,26,78.006805
-209.5673,51,78.043826
-188.98402,31,78.07784
-194.12027,28,78.110353
-246.26836,42,78.15287
-209.77507,27,78.191882
-121.23508,34,78.232406
-162.96306,36,78.267918
-241.24722,27,78.315935
-163.9928,60,78.356964
-187.2998,50,78.394478
-169.79907,52,78.428493
-184.75783,42,78.477517
-139.6346,49,78.477517
-286.72824,77,78.517039
-210.33199,39,78.552056
-251.45525,35,78.590066
-216.70378,53,78.590567
-199.79073,42,78.635583
-189.25458,39,78.666592
-152.9281,33,78.703115
-183.66273,27,78.740629
-167.61584,29,78.777146
-198.43723,30,78.807158
-221.52545,52,78.844674
-147.00679,27,78.879689
-194.13669,30,78.916704
-256.5674,50,78.916704
-142.90952,25,78.954726
-185.88268,47,79.005257
-232.27556,40,79.045779
-184.9595,31,79.045779
-177.28934,43,79.078297
-216.62805,32,79.112813
-172.62558,44,79.149407
-176.85704,45,79.193929
-141.45502,26,79.223941
-203.09714,61,79.263958
-159.87022,30,79.294971
-152.60973,35,79.329493
-192.99292,43,79.362509
-284.26016,28,79.415541
-132.85129,53,79.450073
-255.7469,44,79.483598
-223.49251,41,79.52962
-132.30795,34,79.563132
-206.02838,34,79.596654
-227.14299,48,79.644685
-142.11664,45,79.644685
-170.09192,35,79.682701
-141.78163,40,79.725759
-197.26447,43,79.725759
-148.06198,32,79.762798
-198.68811,31,79.810324
-140.0777,32,79.848836
-185.64146,27,79.848836
-168.90315,55,79.885857
-168.27916,33,79.922378
-169.48265,58,79.957892
-143.74751,30,79.989422
-232.62793,50,80.03944
-219.44278,32,80.073454
-129.81299,35,80.109985
-190.12036,39,80.142997
-177.7009,28,80.179009
-224.68388,39,80.224032
-146.27036,26,80.257048
-149.53542,56,80.297072
-186.4954,25,80.297072
-168.6427,55,80.334203
-215.3869,44,80.371434
-209.17262,50,80.414943
-192.40462,47,80.447955
-172.73373,31,80.484477
-167.41475,49,80.525986
-181.9014,48,80.557497
-190.07608,49,80.602018
-168.52151,46,80.633032
-155.0855,60,80.665544
-208.33405,37,80.706701
-233.21603,48,80.739212
-150.03612,38,80.788731
-142.58089,56,80.788731
-136.06868,42,80.823258
-161.78221,34,80.867781
-151.497,39,80.897787
-213.36833,24,80.938796
-191.35913,48,80.968641
-279.97406,40,81.003181
-174.74284,42,81.003181
-228.91927,34,81.037725
-226.1912,29,81.071781
-164.1073,43,81.104314
-164.94287,38,81.143421
-131.44627,38,81.196938
-172.81282,46,81.234446
-179.44102,44,81.234446
-233.00926,47,81.268949
-179.02057,38,81.309962
-154.05641,44,81.347486
-140.50769,60,81.383015
-204.92186,61,81.460685
-188.11124,40,81.491741
-151.21512,33,81.529769
-187.12338,31,81.529769
-226.4584,41,81.56179
-164.8223,40,81.606826
-215.09163,56,81.645456
-155.32623,56,81.676504
-186.67964,29,81.721038
-146.35115,29,81.752552
-166.39053,36,81.798643
-175.90665,35,81.837673
-150.91835,51,81.874696
-136.17653,54,81.915737
-188.91258,40,81.915737
-226.15373,41,81.966766
-216.49857,54,81.998289
-326.9632,44,82.032303
-196.87326,41,82.069004
-169.60905,36,82.09954
-146.7261,38,82.136582
-227.80765,40,82.172339
-192.98901,31,82.208214
-152.03963,29,82.239869
-136.24197,51,82.271094
-200.47543,19,82.300812
-201.24623,43,82.333951
-139.60033,31,82.36805
-168.37267,18,82.408604
-169.64165,35,82.457366
-162.39125,18,82.457366
-150.33513,27,82.495898
-254.73108,26,82.530918
-198.28113,35,82.559878
-244.10867,43,82.591452
-184.42642,28,82.634968
-141.65321,81,82.66648
-179.20818,47,82.706516
-205.64713,36,82.706516
-192.86024,32,82.752516
-201.2599,33,82.752516
-195.50699,47,82.793051
-183.3482,49,82.835229
-205.37053,23,82.868105
-259.95087,21,82.909663
-157.05751,41,82.943182
-154.94351,55,82.988461
-169.82614,40,82.988461
-192.64075,53,83.021471
-197.81946,28,83.064002
-225.81908,71,83.117534
-192.83957,41,83.118034
-163.57835,37,83.159075
-167.9612,35,83.193678
-175.02036,36,83.223226
-148.08478,30,83.257277
-248.86633,49,83.289018
-161.40575,51,83.33362
-178.88719,35,83.370666
-185.25513,25,83.406694
-212.6995,35,83.445259
-206.20328,38,83.478283
-251.14896,53,83.527809
-142.87878,44,83.527809
-157.82118,34,83.57183
-150.46667,49,83.610343
-132.10623,57,83.649356
-713.8004,86,83.649356
-253.56615,26,83.649356
-160.7671,27,83.677881
-155.0885,46,83.715904
-202.43716,50,83.749915
-167.24585,20,83.78594
-207.92032,21,83.81525
-141.81432,36,83.844767
-185.50752,26,83.874295
-143.77733,28,83.903812
-157.19759,32,83.944361
-186.92883,42,83.992954
-152.37602,37,84.027979
-167.64822,32,84.055989
-138.8325,66,84.089034
-184.86922,41,84.118576
-218.41814,45,84.151718
-190.5447,60,84.194372
-162.73558,25,84.235487
-160.61118,52,84.267145
-158.9533,28,84.307709
-139.9273,36,84.307709
-172.52826,44,84.353239
-147.1865,42,84.394481
-172.98581,22,84.43951
-154.92516,22,84.43951
-155.10674,64,84.470513
-170.42087,30,84.502023
-236.20384,36,84.533571
-221.11542,50,84.571113
-184.62663,24,84.61316
-234.61288,24,84.642681
-183.40274,41,84.679867
-200.4549,24,84.679867
-130.15784,42,84.720938
-235.98087,38,84.757452
-163.27214,36,84.792735
-260.83694,36,84.829023
-156.64954,37,84.874545
-181.7085,37,84.909547
-161.97682,42,84.952749
-219.29529,42,84.952749
-154.66452,27,84.980894
-177.66766,38,85.013124
-158.99205,45,85.04935
-139.14937,38,85.082397
-201.36658,38,85.127198
-134.10696,33,85.159262
-153.49982,36,85.198389
-215.11829,51,85.226412
-200.44026,28,85.257946
-218.93678,47,85.28945
-213.85826,59,85.329506
-220.81795,53,85.36503
-168.81387,37,85.397223
-247.03413,46,85.440234
-138.69293,35,85.477245
-148.591,46,85.513262
-360.44577,33,85.555776
-175.40059,50,85.555776
-165.01605,50,85.590301
-162.05031,32,85.623328
-179.6952,42,85.670398
-156.1768,32,85.720418
-221.61086,32,85.753925
-148.43137,50,85.795643
-263.93832,37,85.795643
-213.32825,43,85.795643
-161.70694,47,85.826661
-152.90997,41,85.868672
-149.20332,34,85.92169
-198.80046,32,85.955713
-155.3369,28,85.998219
-197.48871,57,85.998219
-150.36244,44,86.037742
-191.99687,42,86.038745
-205.0769,48,86.080126
-196.97942,47,86.080126
-162.35535,28,86.126807
-161.03545,35,86.171837
-215.71544,39,86.207431
-167.44215,50,86.238491
-175.3541,38,86.265508
-158.70905,38,86.309038
-148.2744,38,86.309538
-153.44666,50,86.348056
-147.64722,27,93.313505
-202.2226,33,93.355578
-215.49918,28,93.390604
-216.43669,25,93.425133
-153.6431,42,93.457184
-194.9479,47,93.48872
-198.6326,63,93.521761
-160.32954,42,93.5583
-185.30618,29,93.600862
-149.15392,39,93.632912
-151.48303,34,93.664435
-168.90112,38,93.702499
-151.10626,32,93.735976
-148.01062,44,93.767554
-292.77237,53,93.805914
-228.41031,37,93.843415
-145.92633,34,93.874925
-127.55143,65,93.917435
-204.07649,42,93.917435
-137.32613,44,93.968934
-188.73552,54,94.000465
-165.30542,32,94.029971
-194.42241,38,94.059987
-212.26338,52,94.089491
-138.4114,35,94.125502
-226.50842,40,94.168524
-172.52435,34,94.216755
-136.55643,42,94.251779
-208.08957,32,94.290813
-166.40721,55,94.320842
-365.70526,79,94.36139
-214.73224,56,94.36139
-171.59828,52,94.392401
-150.27722,30,94.439434
-207.14854,72,94.467503
-165.29251,21,94.507091
-185.76993,32,94.537122
-252.50356,26,94.56416
-186.83824,51,94.600697
-127.18469,37,94.640731
-185.6221,32,94.679759
-244.28983,53,94.711819
-164.76208,27,94.748833
-165.0051,40,94.781871
-148.95241,35,94.82659
-167.23442,47,94.860608
-136.34454,32,94.90113
-178.70456,44,94.931151
-297.68243,57,94.961174
-222.08153,40,94.997719
-140.11142,34,95.029724
-180.05182,25,95.065239
-154.15437,43,95.09626
-174.36421,36,95.13128
-189.84029,28,95.186631
-216.71602,37,95.217307
-176.49838,52,95.256317
-172.69502,48,95.256317
-208.25307,50,95.287334
-219.38043,47,95.32235
-192.54883,40,95.359376
-143.45602,59,95.407925
-197.47711,32,95.439938
-183.68681,26,95.474446
-153.04372,34,95.506968
-169.96825,42,95.539497
-144.94748,38,95.575013
-173.74933,34,95.612478
-249.92908,54,95.653484
-154.15573,30,95.685532
-182.3502,44,95.732265
-162.16545,38,95.772285
-174.42197,47,95.808811
-259.0532,55,95.844609
-119.08872,32,95.87665
-277.64017,39,95.916217
-128.3262,48,95.916217
-203.75854,60,95.948239
-193.56659,38,96.012314
-198.4671,46,96.012814
-146.9454,27,96.049847
-179.89484,32,96.079357
-151.67819,30,96.112387
-159.55173,44,96.150677
-206.55458,50,96.179696
-211.27943,31,96.229605
-164.08705,26,96.26668
-159.6789,53,96.26668
-181.9425,46,96.318272
-161.93605,35,96.348308
-161.85675,55,96.386845
-147.58109,39,96.386845
-162.01855,33,96.431418
-195.76035,38,96.465561
-199.40851,65,96.500279
-167.7153,28,96.541938
-153.24199,37,96.578984
-171.2607,42,96.610538
-177.22278,30,96.646076
-129.58136,64,96.646076
-131.6804,42,96.676399
-166.47668,41,96.723227
-155.82596,39,96.754879
-191.49812,36,96.801623
-125.21918,43,96.844718
-190.09904,46,96.878268
-138.88152,64,96.912892
-203.30498,51,96.942414
-175.92294,39,96.97598
-215.63297,44,97.010053
-168.75412,34,97.044225
-143.29297,75,97.084097
-206.19397,41,97.117384
-166.84285,30,97.147654
-198.02362,50,97.197213
-150.0489,40,97.197213
-196.83865,46,97.239752
-162.48715,29,97.278357
-179.6011,59,97.278357
-155.1293,49,97.313546
-199.59673,26,97.358902
-172.91245,26,97.358902
-225.39136,50,97.394205
-197.48013,46,97.428375
-194.0343,21,97.461051
-161.74268,28,97.502375
-178.32141,43,97.548033
-136.84781,27,97.548033
-173.96965,26,97.582297
-211.21768,48,97.614327
-179.65675,41,97.646341
-176.87773,40,97.675358
-179.1893,44,97.71936
-186.48392,38,97.752376
-194.65091,35,97.794439
-153.773,29,97.794439
-207.51675,41,97.831957
-124.24343,39,97.869979
-129.25862,45,97.911505
-150.105,27,97.942516
-215.60466,40,97.979027
-205.47498,59,98.010608
-168.07564,42,98.045647
-160.79678,41,98.080676
-173.98032,56,98.111693
-175.48097,32,98.154213
-184.90726,32,98.18474
-164.9669,49,98.220262
-154.84555,35,98.26028
-172.56448,35,98.294805
-177.45981,26,98.339833
-189.54073,45,98.372852
-138.02019,44,98.40591
-182.3716,45,98.437699
-181.60677,28,98.472216
-197.94743,45,98.514253
-180.30157,46,98.564283
-203.37799,36,98.599159
-156.04927,34,98.633796
-203.42773,30,98.674813
-125.09895,38,98.709944
-183.58723,48,98.743962
-199.5578,77,98.778146
-182.13783,65,98.821744
-159.05147,33,98.870278
-134.56049,43,98.902912
-204.87616,49,98.947486
-148.92828,33,98.947986
-156.81238,46,98.986173
-241.9451,40,99.027695
-239.82643,54,99.066221
-151.34103,36,99.102235
-179.78874,65,99.136758
-149.29335,38,99.174782
-181.2319,60,99.216309
-130.94164,39,99.257823
-197.2347,62,99.298337
-141.39822,37,99.336974
-235.11742,41,99.336974
-149.74402,58,99.369479
-134.87071,39,99.400516
-184.3105,43,99.44479
-138.20393,37,99.475435
-180.30112,36,99.514914
-238.97363,38,99.560958
-132.46039,46,99.596496
-148.55553,33,99.637627
-145.25008,52,99.637627
-151.68796,54,99.672899
-170.84135,40,99.711936
-155.3682,41,99.747967
-177.95564,29,99.782396
-184.2193,40,99.821567
-120.429596,77,99.850586
-181.33951,32,99.885139
-144.64366,43,99.925289
-190.007,36,99.958328
-210.0493,31,100.00006
-189.53719,37,100.028589
-181.7084,30,100.062592
-129.32596,36,100.10411
-155.76378,31,100.10411
-159.23381,27,100.139622
-173.68475,30,100.179639
-189.61182,22,100.209773
-417.54156,86,100.252296
-199.87508,29,100.293966
-203.72829,41,100.325497
-157.82869,34,100.361521
-203.05289,33,100.392554
-159.11142,36,100.43961
-152.77927,52,100.43961
-136.86392,32,100.483645
-179.53676,36,100.519161
-139.96985,55,100.546265
-142.52032,49,100.583812
-148.33328,32,100.584312
-160.79028,43,100.625362
-142.91425,35,100.659882
-163.65273,30,100.705451
-254.52689,35,100.740484
-152.19978,28,100.774103
-149.93123,51,100.811825
-195.71811,70,100.848859
-127.7887,36,100.88041
-117.838036,51,100.913663
-139.34435,25,100.943673
-157.3668,53,100.970713
-237.8028,27,101.028782
-166.46248,29,101.059313
-184.71173,48,101.092831
-172.22018,46,101.135977
-181.35744,52,101.170653
-140.84033,51,101.19918
-236.89523,70,101.229717
-549.8948,63,101.262489
-161.59418,27,101.292652
-160.3458,27,101.328238
-207.24817,39,101.370968
-137.20119,30,101.406611
-161.68597,36,101.464225
-147.01949,41,101.464725
-173.46867,45,101.501446
-126.396255,37,101.532605
-144.05783,42,101.562133
-177.59349,59,101.606708
-163.4303,22,101.639731
-176.44482,50,101.681769
-123.18231,67,101.728429
-183.7482,40,101.759443
-163.80182,55,101.800255
-142.4612,53,101.831307
-147.4708,40,101.878873
-149.2181,25,101.929913
-132.56366,63,101.929913
-136.67471,80,101.963936
-167.23889,44,101.997038
-161.26117,36,102.029104
-163.82489,78,102.068187
-186.04507,60,102.103204
-140.43143,26,102.133792
-235.19002,28,102.175325
-184.2067,36,102.21436
-181.9364,47,102.21436
-134.64279,36,102.249038
-148.15164,38,102.311054
-250.13222,57,102.340574
-147.03258,53,102.374573
-221.087,40,102.408082
-220.53368,43,102.44335
-171.32079,47,102.47935
-230.8269,60,102.515076
-176.69081,20,102.515076
-163.69214,46,102.545591
-147.29742,44,102.603631
-150.17435,38,102.639667
-143.59795,35,102.671729
-159.70685,38,102.709271
-174.83835,56,102.749812
-125.61314,48,102.783343
-191.79709,68,102.821857
-153.0195,27,102.856904
-137.04782,62,102.893933
-184.60222,44,102.943997
-146.35509,33,102.976042
-160.39392,59,103.009066
-146.83276,54,103.04764
-136.55032,33,103.077159
-164.07407,49,103.108195
-150.0668,35,103.14122
-162.26259,21,103.173231
-166.10608,59,103.217283
-193.0483,39,103.252803
-159.05927,46,103.297835
-165.01846,33,103.331856
-228.72957,45,103.361879
-193.64793,45,103.403402
-155.6372,27,103.403402
-192.28615,40,103.450467
-167.26024,61,103.480492
-137.53464,35,103.530906
-172.53842,50,103.562456
-123.63744,47,103.59609
-132.258,46,103.627691
-99.26971,94,103.659211
-199.85893,62,103.700792
-143.31772,38,103.728348
-160.95834,46,103.769387
-161.33582,24,103.769387
-162.41727,35,103.807423
-211.66461,25,103.837439
-154.41942,32,103.874967
-133.17097,34,103.925065
-130.38615,26,103.925065
-171.43817,51,103.961071
-175.6517,41,103.994592
-171.57239,30,104.038077
-131.69756,38,104.072103
-208.01419,48,104.113132
-167.96152,30,104.145663
-200.23778,26,104.178688
-147.75806,63,104.218047
-163.43993,36,104.257469
-196.53113,45,104.288015
-123.68431,32,104.326046
-151.65651,24,104.359071
-161.23903,25,104.401032
-174.24527,35,104.435577
-183.24057,46,104.465613
-186.88362,38,104.498158
-154.01805,29,104.532453
-190.20386,31,104.565983
-157.58992,42,104.624528
-186.1131,44,104.624528
-164.84024,32,104.671854
-174.0859,40,104.671854
-154.59473,52,104.71209
-157.70811,41,104.748431
-209.83614,51,104.748431
-155.56621,56,104.789245
-160.61823,34,104.823392
-180.25008,16,104.860301
-179.13864,31,104.893453
-141.52548,34,104.931382
-157.98729,45,104.931382
-206.24916,41,104.9824
-150.29929,39,105.02549
-155.16644,28,105.056599
-172.78256,36,105.088204
-158.74374,44,105.123396
-161.36386,47,105.169865
-221.48828,55,105.204744
-173.05594,77,105.237533
-178.89294,37,105.282169
-168.3327,36,105.314817
-145.0245,34,105.346978
-136.28946,58,105.391715
-167.81639,49,105.391715
-170.90877,30,105.433841
-145.48215,42,105.473622
-170.73613,35,105.503724
-163.52078,21,105.541958
-191.40369,36,105.583116
-133.90326,48,105.631659
-163.53693,47,105.632159
-203.9653,41,105.665809
-145.6836,44,105.722565
-177.10855,41,105.754575
-193.84634,56,105.787761
-153.48627,37,105.82141
-195.20244,52,105.856063
-151.85023,43,105.906083
-177.89719,42,105.938604
-157.0338,45,105.970664
-141.12138,30,106.014719
-193.30486,37,106.060224
-199.28488,44,106.095237
