#{"t_start": 1777878463.0504386, "env_id": "None"}
r,l,t
-180.9944,24,57.499565
-271.51315,49,57.533083
-593.4405,51,57.574097
-194.7003,54,57.614611
-197.52658,42,57.649621
-198.94887,46,57.683134
-205.48112,38,57.720148
-193.63744,26,57.752193
-223.89713,61,57.7827
-171.43954,52,57.821718
-256.07938,27,57.861732
-157.37247,43,57.906746
-167.64246,35,57.939763
-181.48303,29,57.969784
-155.32526,78,58.004235
-243.74222,25,58.033247
-206.4437,43,58.071262
-242.82118,30,58.098782
-289.784,34,58.149295
-234.63486,34,58.180816
-236.88306,31,58.210828
-225.70822,66,58.239342
-221.30919,46,58.276853
-212.82588,47,58.307863
-166.52348,24,58.341377
-241.4678,43,58.372888
-245.86687,25,58.403898
-229.06708,47,58.437912
-167.09056,36,58.480437
-143.88733,45,58.514448
-229.90135,32,58.548469
-186.26254,43,58.585476
-168.44574,32,58.617488
-224.07213,43,58.651998
-193.31615,45,58.68598
-207.44919,27,58.71849
-197.72624,34,58.746505
-198.83235,56,58.786027
-181.89851,22,58.818037
-203.53477,17,58.846553
-164.95592,44,58.883562
-142.0892,58,58.883562
-254.45395,32,58.925591
-176.62187,59,58.967749
-155.23851,67,59.00026
-152.90163,33,59.036777
-198.54599,42,59.067299
-182.45985,32,59.107312
-153.05835,49,59.141832
-213.03781,76,59.185862
-223.03835,38,59.185862
-159.18135,35,59.213875
-137.71353,44,59.261397
-240.2929,50,59.299911
-119.569244,91,59.329468
-181.18132,31,59.367986
-174.84113,49,59.39851
-213.23479,61,59.434065
-159.07242,43,59.462578
-209.79451,47,59.498596
-173.47002,35,59.536117
-271.03235,22,59.577129
-210.45387,47,59.607149
-320.7027,30,59.639877
-206.19089,38,59.673895
-152.61974,60,59.702147
-177.99934,44,59.746167
-259.9394,31,59.799196
-204.43289,78,59.831209
-179.16591,41,59.864225
-175.81018,31,59.896741
-193.4943,64,59.928252
-131.50688,52,59.954934
-186.73157,55,59.990455
-146.65558,61,60.019965
-136.24905,42,60.075038
-236.5321,39,60.104576
-241.1385,51,60.13159
-183.07324,47,60.169147
-204.15527,40,60.200161
-188.08182,65,60.200662
-204.56439,49,60.233176
-357.36655,70,60.274692
-188.03604,27,60.274692
-198.37767,39,60.311206
-153.1517,30,60.344217
-205.77324,42,60.372726
-133.76569,35,60.406744
-166.02505,19,60.440269
-198.88803,47,60.475779
-208.15533,43,60.505294
-237.47026,27,60.549807
-176.30104,43,60.583819
-177.56438,43,60.626834
-178.69676,39,60.657354
-185.08775,51,60.686863
-152.82256,43,60.686863
-264.0448,47,60.729172
-396.4839,49,60.766186
-261.38617,42,60.794698
-177.30766,26,60.82972
-231.56729,31,60.861228
-151.54239,36,60.893741
-226.76642,43,60.92376
-274.7913,65,60.958778
-227.3666,30,61.001303
-220.40833,36,61.001303
-192.49597,42,61.032316
-271.62393,27,61.063833
-178.79634,28,61.100846
-200.56598,64,61.129359
-245.30649,59,61.160372
-256.5872,31,61.198896
-185.87146,28,61.198896
-205.67914,26,61.229921
-172.16444,31,61.27245
-121.84234,79,61.30796
-242.57661,37,61.34197
-411.05905,64,61.368483
-126.84297,40,61.404496
-167.4027,41,61.432273
-268.00375,44,61.466787
-203.60359,19,61.498799
-158.1756,22,61.53081
-177.54898,68,61.559821
-176.7489,30,61.603341
-145.36884,55,61.633358
-249.69383,38,61.665872
-237.21944,37,61.69889
-255.35342,31,61.731899
-190.59608,61,61.75842
-199.56828,38,61.788432
-241.1073,47,61.829443
-199.25023,35,61.857958
-189.80225,27,61.896472
-245.05127,35,61.896472
-195.27118,30,61.928985
-227.68625,37,61.958994
-182.9274,58,61.996528
-173.70267,42,62.025545
-215.43942,30,62.070067
-159.93414,33,62.104077
-209.86208,47,62.140173
-166.95013,57,62.181203
-146.4512,31,62.181203
-324.9218,47,62.217713
-193.264,27,62.25174
-208.14227,51,62.290755
-214.91324,31,62.316268
-171.83633,72,62.34728
-217.47719,29,62.378652
-195.9289,32,62.408165
-163.59818,49,62.438669
-196.48773,29,62.480683
-252.20807,54,62.517699
-246.60342,36,62.546706
-199.4092,34,62.577722
-151.21165,52,62.618245
-278.45923,44,62.649262
-184.60442,71,62.676294
-183.45161,57,62.709805
-298.49347,40,62.74032
-143.28915,33,62.775053
-243.21245,38,62.805067
-156.22127,52,62.843075
-163.62544,35,62.870593
-185.88403,28,62.897602
-331.2417,33,62.933114
-196.43594,27,62.960627
-240.56607,52,62.993646
-195.87714,23,63.024667
-251.99393,77,63.073853
-147.46567,57,63.106406
-169.16132,37,63.138417
-221.94374,51,63.167438
-213.34827,36,63.197959
-211.92648,50,63.230968
-187.07448,21,63.26698
-208.67798,58,63.310498
-183.00023,44,63.339008
-184.24976,90,63.371525
-166.98311,37,63.398535
-232.7995,40,63.434986
-232.18967,45,63.434986
-179.74875,34,63.471513
-203.99579,39,63.500015
-212.40305,29,63.542035
-179.89508,28,63.575053
-202.78505,33,63.614567
-349.45615,31,63.647578
-241.72176,42,63.6736
-322.6167,44,63.710625
-122.33448,60,63.744639
-194.76707,42,63.784159
-194.19923,29,63.816175
-124.5948,45,63.850687
-165.79787,28,63.887699
-258.6578,34,63.919209
-236.81654,43,63.946229
-155.39192,26,63.980784
-142.06969,51,64.010304
-215.50224,87,64.04985
-198.07251,26,64.090873
-213.45964,44,64.121884
-246.4675,49,64.152398
-226.72293,21,64.179413
-214.02197,41,64.208424
-209.6224,58,70.491906
-194.9433,65,70.525419
-248.47087,38,70.56293
-237.98285,45,70.56293
-143.01642,41,70.59094
-156.37387,38,70.620461
-115.529274,77,70.658976
-206.97911,52,70.686454
-157.08289,34,70.728671
-194.95216,31,70.763181
-133.89342,37,70.794698
-221.48143,40,70.822227
-241.99545,56,70.859743
-196.85239,54,70.895761
-147.98332,26,70.927271
-167.7034,56,70.970814
-190.39592,39,71.006324
-187.55994,44,71.040339
-187.5495,47,71.06886
-151.78227,34,71.098869
-310.12958,74,71.125382
-180.04219,51,71.164406
-166.74228,36,71.197924
-199.61761,33,71.231937
-157.39474,30,71.267452
-262.76953,58,71.267452
-211.90504,28,71.297955
-152.26628,48,71.338972
-167.57996,31,71.368483
-225.76706,56,71.402992
-168.34862,57,71.441124
-181.46729,46,71.467657
-150.50146,42,71.494668
-176.86891,31,71.529196
-240.19936,60,71.565711
-292.92487,16,71.592215
-200.8167,43,71.629237
-140.45566,67,71.629237
-200.49998,38,71.662246
-182.75772,27,71.691781
-173.75684,32,71.736801
-182.62326,36,71.766815
-208.21603,22,71.801332
-155.99239,31,71.834342
-218.98415,45,71.878867
-193.97166,40,71.907881
-123.62614,42,71.936884
-199.94531,52,71.970912
-167.94531,38,71.99893
-163.77878,38,72.02744
-134.8899,35,72.054449
-188.54872,42,72.092522
-293.48404,26,72.118033
-249.58565,33,72.148545
-140.68968,28,72.183561
-176.83974,36,72.222584
-181.55551,51,72.259097
-210.46411,30,72.287607
-228.68735,41,72.319123
-161.0602,48,72.352129
-168.49754,49,72.399647
-194.08585,29,72.435157
-169.18076,48,72.461168
-148.96051,43,72.491677
-204.74146,66,72.51719
-169.61006,39,72.545199
-154.56738,36,72.576212
-166.67412,48,72.612226
-246.20462,42,72.658743
-150.28741,31,72.694755
-129.35962,39,72.722263
-237.1311,33,72.753773
-160.44147,38,72.788283
-148.93427,38,72.825295
-233.68604,49,72.825295
-231.11339,60,72.862321
-216.06638,22,72.890332
-165.97719,41,72.930689
-249.63977,30,72.963709
-182.45721,37,72.992219
-125.939926,46,73.024241
-169.86885,40,73.065265
-168.19182,37,73.097774
-181.99232,42,73.097774
-255.82138,27,73.137787
-158.34822,51,73.165802
-190.16505,35,73.197319
-166.20518,40,73.22783
-178.70648,50,73.266346
-185.18582,31,73.295356
-201.87238,47,73.338372
-154.47575,51,73.369384
-163.30348,33,73.400401
-152.16624,38,73.436932
-188.04372,43,73.436932
-183.51237,20,73.47795
-184.37761,38,73.47795
-157.88945,66,73.517966
-208.36539,51,73.517966
-194.1218,35,73.552974
-203.42554,43,73.586483
-166.30676,25,73.617493
-208.87364,42,73.651005
-168.15175,28,73.684022
-177.30934,49,73.725561
-243.93156,40,73.754885
-150.67198,62,73.781582
-210.97884,44,73.821115
-174.69336,42,73.850119
-194.20949,39,73.876637
-157.08316,26,73.905647
-154.66179,43,73.949668
-159.90388,25,73.979691
-211.82834,29,74.010211
-164.12523,46,74.05854
-200.45206,35,74.084557
-156.63672,36,74.111066
-165.00104,29,74.145593
-152.62065,53,74.187603
-184.42719,56,74.187603
-210.40816,48,74.225131
-132.74718,54,74.260658
-202.88118,32,74.29068
-153.50342,36,74.321688
-200.17914,46,74.362209
-173.99187,33,74.395727
-169.34462,36,74.430745
-148.82452,52,74.470913
-150.48157,32,74.507922
-187.63889,35,74.53543
-184.32625,42,74.569443
-177.64798,51,74.604457
-174.57668,35,74.641468
-210.71437,46,74.67348
-204.30823,41,74.706496
-152.26826,35,74.743498
-167.85562,39,74.77651
-133.89723,53,74.804512
-307.39062,31,74.844531
-269.5311,57,74.87955
-176.38216,54,74.91406
-219.97345,31,74.947067
-156.1426,58,74.983198
-165.97722,34,75.013213
-224.31053,51,75.06022
-145.55006,38,75.08675
-206.86626,42,75.117766
-146.50621,36,75.157839
-150.09808,30,75.185344
-169.5147,30,75.219863
-170.27908,47,75.219863
-166.07628,85,75.251375
-139.1978,25,75.291896
-145.92256,34,75.333405
-154.66588,27,75.361417
-158.11313,48,75.40643
-171.45657,42,75.436448
-207.0943,41,75.470481
-239.93335,43,75.498987
-173.21133,34,75.525497
-175.57346,25,75.558025
-157.91924,61,75.608041
-149.45224,32,75.654069
-216.4799,57,75.68509
-149.70465,39,75.717096
-127.97285,51,75.75162
-185.39078,43,75.783149
-232.64224,49,75.816164
-163.80762,54,75.847184
-196.76239,26,75.889707
-151.8288,42,75.92072
-217.81714,28,75.946737
-177.19542,36,75.992284
-185.44263,36,76.028294
-244.7346,47,76.056304
-183.87186,31,76.089326
-196.15816,47,76.123847
-143.08499,39,76.161864
-161.34691,31,76.19788
-497.40384,74,76.233874
-196.72313,39,76.268394
-174.9507,42,76.303414
-151.33965,38,76.334426
-190.5689,31,76.367937
-138.7999,46,76.367937
-154.8835,87,76.416461
-232.427,42,76.450468
-172.9183,22,76.484486
-198.13802,29,76.519496
-152.56975,34,76.558011
-200.22086,49,76.58752
-205.74745,50,76.627023
-215.49036,47,76.672537
-157.9051,47,76.703547
-157.08665,55,76.734051
-245.08498,39,76.762578
-174.8634,83,76.788588
-163.23973,51,76.826108
-244.82446,49,76.858612
-203.70477,55,76.911643
-235.8579,27,76.941656
-160.22025,35,76.971703
-175.00467,42,77.002009
-146.55261,34,77.038309
-142.61852,48,77.067832
-155.4552,46,77.095845
-234.62987,58,77.127368
-217.97992,27,77.164875
-206.74957,34,77.207906
-222.40854,31,77.24843
-198.156,36,77.280447
-188.64558,48,77.312968
-157.47855,36,77.312968
-184.17155,46,77.34098
-168.85382,41,77.375498
-167.17316,33,77.41097
-352.7857,33,77.460534
-182.26018,34,77.48612
-183.006,29,77.516136
-279.92853,66,77.544652
-130.82932,41,77.574667
-188.85677,54,77.606187
-155.61334,32,77.633201
-197.29323,53,77.660712
-196.35077,22,77.695734
-187.39378,29,77.727755
-286.86972,32,77.764767
-151.45668,49,77.807787
-167.76692,49,77.839299
-150.28792,47,77.874804
-174.26187,57,77.917818
-182.71686,50,77.947824
-166.26582,36,77.975636
-217.97469,21,78.011144
-175.37535,67,78.040197
-216.05067,61,78.077271
-227.31323,36,78.077271
-187.51494,35,78.107306
-156.2222,22,78.141825
-161.29301,35,78.181354
-204.48402,35,78.208863
-145.70253,26,78.240376
-177.58209,34,78.276388
-150.68448,32,78.307401
-229.4836,37,78.350424
-200.20346,27,78.380936
-147.716,45,78.412956
-165.44615,52,78.44375
-163.93457,35,78.487269
-155.42117,51,78.512779
-197.02216,49,78.552291
-193.4431,64,78.587302
-159.7974,41,78.620814
-211.80605,34,78.620814
-158.20337,47,78.661829
-145.11853,30,78.690352
-190.00932,54,78.716856
-237.97974,37,78.75138
-147.68198,36,78.801502
-143.92648,46,78.832011
-150.64047,27,78.858521
-160.54445,40,78.890029
-158.26727,39,78.928542
-184.09749,51,78.954551
-185.36143,36,78.991577
-158.36417,43,78.991577
-158.47296,33,79.039107
-183.32944,40,79.072862
-161.35027,38,79.113873
-160.54684,48,79.113873
-135.32613,33,79.148888
-163.73845,38,79.148888
-183.22021,67,79.19642
-215.55927,18,79.223836
-213.72284,29,79.262951
-218.33597,45,79.297506
-188.40024,43,79.330572
-184.94603,37,79.361604
-129.1629,81,79.403175
-175.93958,23,79.442708
-208.88718,53,79.442708
-170.60576,43,79.475213
-174.95691,46,79.507222
-161.80661,37,79.539246
-223.64319,37,79.574257
-149.70071,42,79.614273
-193.05678,35,79.658805
-164.06418,36,79.69137
-182.03764,31,79.729395
-156.16798,34,79.729895
-174.08604,48,79.757404
-343.016,36,79.798444
-167.11067,47,79.829962
-322.10425,29,79.877506
-175.87045,32,79.909009
-199.73605,29,79.957191
-175.53511,42,79.995698
-150.44215,58,79.995698
-201.94887,45,80.032216
-191.37346,42,80.066733
-211.20833,42,80.108747
-218.53632,47,80.136256
-217.3569,36,80.171285
-155.03757,83,80.204299
-224.49866,34,80.234813
-221.24986,49,80.260829
-189.80925,54,80.297848
-206.39015,54,80.330357
-186.37741,19,80.362864
-183.10342,40,80.394372
-157.10614,32,80.425889
-195.90619,49,80.461403
-168.91376,35,80.493421
-188.69339,37,80.519433
-270.67413,25,80.549942
-211.48915,23,80.549942
-145.34032,34,80.582953
-194.5308,21,80.615463
-189.1767,17,80.644477
-235.72086,40,80.683501
-175.50821,31,80.724527
-202.84195,36,80.755036
-188.5417,36,80.782548
-220.58696,36,80.816065
-146.587,38,80.858585
-167.41138,44,80.896605
-196.80579,31,80.927615
-127.541504,77,80.927615
-178.45024,28,80.954135
-175.12582,41,80.986656
-180.00763,33,81.029167
-186.10118,46,81.063751
-259.48996,28,81.101381
-216.882,31,81.133398
-155.13322,32,81.16491
-185.1816,27,81.196948
-211.11908,43,81.228963
-131.1839,44,81.26098
-168.29672,59,81.287988
-167.79169,35,81.322502
-232.998,42,81.375033
-209.10577,40,81.375033
-145.45868,37,81.375033
-314.6349,44,81.418087
-144.2135,51,81.455604
-186.15085,51,81.488619
-166.71135,33,81.520127
-157.68188,56,81.55214
-178.35373,51,81.55214
-184.00871,38,81.581148
-169.75098,38,81.619166
-173.30696,35,81.659686
-235.51442,39,81.659686
-201.00139,28,81.697203
-144.67989,66,81.697203
-177.30875,33,81.722713
-174.9913,27,81.758223
-237.11337,34,81.810253
-150.81749,64,81.810253
-162.81255,28,81.848081
-273.00818,40,81.875084
-230.89188,47,81.909637
-143.82623,47,81.942647
-172.213,80,81.968664
-204.76767,55,82.005202
-147.70349,27,82.032709
-215.64026,28,82.088254
-163.48409,41,82.118764
-248.77611,45,82.14529
-138.25175,48,82.176847
-200.6564,38,82.21186
-196.53609,53,82.250394
-164.97118,73,82.284609
-172.85179,58,82.311113
-160.95671,20,82.338136
-190.048,18,82.37915
-149.61378,33,82.416659
-176.321,41,82.447672
-241.1053,41,82.476181
-160.83098,14,82.514779
-194.83096,35,82.547374
-216.13135,41,82.581392
-188.93443,45,82.608405
-169.73848,40,82.641418
-173.51341,50,82.666932
-142.88316,30,82.695946
-517.9413,42,82.735453
-211.84488,20,82.776981
-230.48479,21,82.807504
-177.46933,40,82.844002
-177.80124,47,82.873016
-214.3951,57,82.903031
-177.17352,44,82.937543
-192.59727,40,82.974102
-138.5552,25,83.006123
-175.19691,44,83.042638
-164.30199,47,83.072646
-195.62268,30,83.103192
-285.6086,80,89.981292
-154.92278,38,90.02781
-166.39627,61,90.077844
-190.53526,43,90.077844
-181.38455,30,90.11336
-159.9694,33,90.144366
-138.45747,35,90.177873
-177.31479,59,90.22689
-210.15387,21,90.267401
-195.76163,56,90.308917
-208.87488,44,90.308917
-140.68758,37,90.344938
-129.28195,39,90.381855
-133.64075,46,90.422902
-150.11673,56,90.465985
-162.99257,23,90.465985
-152.92902,27,90.500217
-135.33008,32,90.541828
-169.81622,51,90.590378
-223.35709,48,90.627903
-133.91385,30,90.66141
-154.74635,41,90.698934
-157.80728,34,90.738946
-191.32137,37,90.77446
-219.03256,29,90.803971
-159.10345,35,90.845995
-159.11934,51,90.876502
-209.8701,26,90.911512
-156.64697,33,90.940024
-202.14807,50,90.990547
-129.82346,39,91.02506
-141.46767,33,91.054576
-194.2685,30,91.099091
-200.02153,31,91.099091
-153.36108,50,91.146603
-153.50986,40,91.181612
-207.63983,45,91.221636
-223.72513,39,91.26215
-154.87616,35,91.303314
-181.69237,32,91.348344
-134.0877,30,91.348344
-184.5051,53,91.383358
-192.0646,62,91.425875
-187.50192,62,91.464888
-142.49771,53,91.507413
-182.92267,32,91.540922
-141.1428,50,91.576945
-150.16603,45,91.609457
-181.58896,46,91.653969
-156.70787,53,91.690489
-148.24454,45,91.726004
-133.00737,55,91.780013
-133.78758,38,91.812032
-136.00143,47,91.847055
-156.98131,50,91.876057
-202.66154,34,91.911076
-158.61336,35,91.949587
-169.39984,57,91.985606
-209.98119,38,92.01562
-217.12527,24,92.061797
-150.6648,34,92.10182
-152.64862,40,92.133337
-163.72185,48,92.169857
-212.74126,36,92.204886
-174.04433,37,92.234399
-153.43407,55,92.266415
-125.33701,51,92.301429
-149.64899,33,92.337938
-155.66837,26,92.377967
-189.78778,48,92.406468
-171.7803,42,92.437978
-162.95155,28,92.46899
-153.2852,40,92.502499
-144.11668,34,92.546012
-189.19272,48,92.588528
-156.32068,39,92.626048
-153.54196,32,92.65806
-181.93848,36,92.702074
-213.11623,48,92.739094
-159.31998,35,92.775606
-210.18013,53,92.812119
-175.16945,38,92.857642
-134.03241,72,92.891656
-136.99057,30,92.930175
-170.2425,27,92.960692
-169.9666,39,92.994709
-133.09676,55,93.026222
-248.93153,63,93.060236
-145.60457,32,93.100766
-135.6063,61,93.134775
-148.68347,28,93.174315
-148.32553,28,93.206329
-212.98529,49,93.247853
-187.24506,45,93.287972
-171.36447,35,93.323121
-194.24857,59,93.359632
-250.05005,32,93.399645
-197.29367,56,93.399645
-203.08174,36,93.436671
-150.93384,25,93.436671
-151.04092,49,93.47019
-132.18199,28,93.51172
-127.7395,34,93.543734
-161.86923,28,93.586751
-181.5582,43,93.625266
-165.93503,28,93.664287
-158.53629,53,93.705314
-173.59027,35,93.705314
-156.46002,58,93.742332
-197.08061,54,93.773849
-185.76184,37,93.809863
-119.825035,74,93.849388
-189.6222,30,93.884408
-148.39417,47,93.916918
-140.85963,43,93.952437
-166.4853,42,93.986505
-143.10526,31,94.020514
-142.00874,41,94.050514
-192.24205,23,94.10804
-168.37059,51,94.150554
-162.43164,66,94.150554
-210.89607,52,94.190583
-164.24234,47,94.223591
-152.4893,45,94.261607
-171.26321,60,94.292118
-171.85696,52,94.320626
-149.33331,38,94.361644
-149.93321,35,94.394157
-244.29855,48,94.44218
-208.22112,40,94.44218
-161.39915,38,94.471694
-128.94504,40,94.51721
-118.37024,43,94.51721
-164.35338,34,94.556717
-117.41733,52,94.587728
-186.91675,42,94.622239
-192.46318,32,94.660257
-163.94243,47,94.708274
-152.70662,37,94.742287
-132.66896,32,94.778598
-237.60393,54,94.811409
-156.16699,55,94.862935
-155.20778,35,94.862935
-167.1639,47,94.89745
-145.66325,50,94.934461
-151.17184,30,94.97549
-165.21095,39,95.006
-182.3677,37,95.036009
-140.98666,45,95.072536
-176.0505,38,95.113048
-156.95822,36,95.154285
-182.36995,46,95.186314
-139.02632,32,95.221333
-137.19797,52,95.257843
-203.61671,40,95.288851
-168.911,37,95.327361
-178.21114,42,95.360275
-152.5606,32,95.404294
-124.63674,40,95.447352
-202.5285,27,95.447852
-162.90941,30,95.489872
-127.40428,44,95.52088
-160.464,33,95.55389
-161.18529,65,95.588402
-143.30202,51,95.62192
-192.10522,34,95.656432
-168.11142,30,95.691505
-169.42455,25,95.729674
-157.30206,42,95.764687
-180.61722,31,95.808209
-228.24576,46,95.84423
-195.97168,41,95.877753
-219.1642,54,95.913765
-166.85455,50,95.95929
-192.68408,53,96.001819
-152.3683,31,96.001819
-149.37265,42,96.032827
-170.66757,24,96.069845
-156.30833,28,96.069845
-207.5369,47,96.117362
-148.18738,28,96.159463
-140.07549,78,96.185471
-142.47311,37,96.221493
-177.09741,40,96.25201
-229.15872,50,96.28702
-176.08739,49,96.322534
-167.85861,35,96.35905
-181.96869,33,96.400566
-127.995834,62,96.42808
-164.54102,32,96.465091
-196.43501,35,96.496109
-131.24098,41,96.52612
-176.11128,26,96.555135
-149.7987,37,96.596656
-152.75308,26,96.596656
-183.85025,19,96.642168
-202.31491,36,96.687683
-197.63953,35,96.687683
-162.79573,33,96.724705
-216.77177,32,96.764736
-132.94221,40,96.794752
-147.27402,49,96.83727
-177.42894,46,96.875289
-138.9379,33,96.916308
-139.54865,48,96.947327
-177.10143,34,96.983136
-136.64612,48,97.016149
-160.01472,36,97.056677
-183.9769,30,97.056677
-182.58737,53,97.099218
-138.07611,70,97.133727
-152.75148,30,97.164237
-216.34492,46,97.209755
-184.49388,39,97.240774
-167.21071,43,97.276292
-152.3238,33,97.276292
-157.255,29,97.313808
-213.80933,40,97.340318
-312.1134,30,97.372329
-151.0364,31,97.426796
-217.75215,30,97.466812
-206.3321,36,97.466812
-125.39389,42,97.494823
-135.86479,41,97.525335
-173.60805,32,97.558349
-189.60516,62,97.589861
-174.97304,51,97.638887
-157.78194,33,97.681912
-185.04944,33,97.712928
-278.7503,42,97.746941
-154.65547,31,97.782956
-141.51762,30,97.782956
-144.12317,42,97.823969
-179.8098,46,97.858494
-156.39265,33,97.900508
-194.11067,19,97.932032
-173.59563,38,97.983066
-146.35728,48,98.036372
-162.16348,39,98.036372
-179.63683,53,98.069888
-145.06754,44,98.103901
-152.85675,39,98.141461
-169.76524,58,98.174485
-313.90652,25,98.22251
-171.65225,30,98.258023
-142.87627,52,98.297537
-170.95866,71,98.335885
-180.59647,33,98.368896
-189.764,47,98.405408
-165.59128,49,98.445932
-204.32988,38,98.481451
-169.47794,60,98.513007
-182.63846,30,98.55548
-223.82541,45,98.585989
-140.00371,32,98.626504
-152.70703,23,98.627009
-148.91364,40,98.659527
-177.46054,31,98.704036
-162.71048,59,98.735047
-159.60016,29,98.77306
-162.29605,48,98.814584
-171.5806,34,98.847597
-166.03787,37,98.883242
-208.45123,44,98.914257
-168.8274,39,98.948771
-185.65399,31,98.981794
-159.57466,41,99.027807
-191.76038,41,99.066438
-149.84477,37,99.1035
-164.30057,31,99.143008
-288.9057,35,99.143507
-154.5058,35,99.173019
-156.33476,40,99.206544
-212.98428,35,99.264579
-181.21283,48,99.264579
-191.54504,31,99.30409
-193.80515,44,99.342101
-202.0254,38,99.376621
-186.68953,39,99.406622
-141.90442,39,99.440658
-167.71712,41,99.471901
-176.68065,22,99.519418
-156.28766,40,99.553926
-132.46552,37,99.588448
-151.75227,29,99.621466
-148.72171,60,99.669999
-189.78311,42,99.669999
-189.2396,40,99.701014
-174.04227,32,99.747032
-182.15344,48,99.747032
-136.24924,38,99.784546
-152.68652,41,99.822557
-138.207,45,99.862082
-171.31006,36,99.896094
-199.60225,30,99.927608
-172.31929,41,99.955617
-196.11061,20,99.989641
-163.28018,41,100.026654
-144.38422,53,100.060166
-233.63303,47,100.103695
-178.98248,36,100.141708
-217.09633,31,100.169725
-184.74835,34,100.201248
-150.82191,37,100.245332
-151.39374,43,100.292355
-163.10643,49,100.326868
-152.36728,37,100.358877
-176.90756,72,100.4004
-132.84459,48,100.43892
-175.55482,25,100.468929
-154.36487,41,100.503446
-141.26793,57,100.54096
-161.78595,27,100.54096
-160.6551,59,100.575972
-130.36343,42,100.62549
-169.87003,26,100.658505
-215.25912,26,100.698014
-154.87852,35,100.734025
-175.87248,50,100.771545
-162.63963,26,100.814078
-161.94563,57,100.850596
-162.16792,21,100.889125
-138.64168,35,100.889125
-152.9227,50,100.889125
-139.25009,65,100.936652
-188.45923,34,100.973707
-161.30904,29,101.018724
-231.27525,32,101.051737
-162.41998,45,101.097272
-191.88327,65,101.097272
-189.387,34,101.145795
-149.47107,47,101.145795
-214.02396,49,101.180322
-165.71173,36,101.21786
-154.35681,32,101.257379
-147.6645,36,101.295388
-164.39003,32,101.327399
-174.15091,27,101.364419
-202.98265,31,101.39593
-149.99358,41,101.428456
-198.10693,32,101.466975
-194.83133,44,101.500798
-198.11464,39,101.556069
-140.34674,31,101.586581
-197.63107,54,101.623596
-129.87119,48,101.655609
-193.7997,40,101.685627
-173.92085,43,101.715141
-154.74225,32,101.746652
-253.45241,47,101.791664
-230.35085,38,101.839685
-168.98285,32,101.876708
-157.81187,39,101.876708
-132.74991,50,101.927726
-152.86485,25,101.972767
-191.27043,42,102.001793
-138.40567,58,102.030154
-198.24512,67,102.067684
-206.79013,63,102.103194
-173.43358,38,102.103194
-135.01508,38,102.157717
-156.04118,37,102.205266
-144.92159,27,102.205266
-135.4343,66,102.237284
-147.16374,42,102.267792
-172.6905,36,102.304303
-159.6978,47,102.339818
-193.85187,21,102.339818
-211.77397,29,102.392348
-207.78629,59,102.424869
-122.6443,31,102.46038
-160.13379,45,102.503106
-217.08905,40,102.538114
-150.93752,41,102.573623
-169.44388,48,102.614675
-160.69121,30,102.614675
-172.13554,33,102.650198
-143.0684,58,102.650698
-167.47078,39,102.694727
-219.73143,32,102.735244
-146.94215,44,102.779263
-157.41199,29,102.779263
-191.83658,28,102.809779
-213.62845,28,102.855796
-200.29813,49,102.887308
-215.09782,47,102.924828
-176.51346,24,102.968858
-144.18668,32,102.968858
-213.20442,52,102.999907
-175.60628,41,103.050434
-156.36267,29,103.080442
-168.06389,51,103.122959
-214.08188,28,103.155468
-146.26273,37,103.187504
-154.14258,44,103.220515
-245.27156,33,103.252025
-137.81491,42,103.296036
-155.18622,35,103.341563
-253.76593,37,103.375077
-165.51735,39,103.42911
-198.4342,49,103.464131
-137.81657,36,103.497643
-138.87668,47,103.497643
-169.96149,59,110.228161
-210.99898,46,110.274174
-145.02187,45,110.274174
-121.44055,78,110.318587
-136.59357,34,110.345737
-146.35376,40,110.377257
-139.61876,26,110.424269
-170.75279,48,110.452279
-142.42241,32,110.487291
-134.93686,45,110.518816
-187.39185,57,110.54732
-139.78323,35,110.588977
-136.60652,38,110.620483
-137.60933,31,110.653509
-142.5741,50,110.683529
-129.82108,29,110.714569
-118.317635,42,110.745075
-173.22885,37,110.776585
-166.62738,28,110.812597
-169.27638,53,110.857614
-158.80132,44,110.890625
-217.62692,34,110.920634
-111.32386,34,110.955165
-215.20087,46,110.991775
-172.23924,46,111.040482
-157.43605,57,111.072987
-181.98318,20,111.072987
-199.87703,55,111.120524
-150.55078,39,111.157082
-164.2234,31,111.195605
-155.81168,41,111.227611
-215.3667,31,111.257128
-165.99692,64,111.296148
-192.0466,40,111.326992
-196.3455,41,111.355511
-150.19731,36,111.39953
-143.75577,37,111.455075
-129.8201,47,111.486599
-212.43437,47,111.523618
-225.59271,43,111.557144
-182.77058,40,111.59416
-157.84294,51,111.682698
-148.72081,27,111.716721
-128.75656,49,111.756245
-142.73325,63,111.789292
-152.23218,41,111.828312
-163.85513,43,111.866322
-169.76181,45,111.900836
-163.52744,44,111.935346
-200.45926,33,111.972374
-229.36871,45,112.015403
-168.49698,39,112.058416
-161.10327,47,112.091435
-127.74686,33,112.13235
-273.1837,43,112.166402
-158.43692,22,112.199423
-201.5124,48,112.24144
-116.97927,77,112.284973
-153.53781,35,112.325984
-155.84389,54,112.325984
-139.72646,38,112.374013
-154.90646,59,112.420551
-136.1509,55,112.456067
-148.54463,53,112.48758
-178.68906,52,112.528442
-109.9407,56,112.580462
-202.13828,64,112.615472
