Time,Roll,Pitch,Yaw,ErrR,ErrP,ErrY,TrqX,TrqY,TrqZ,VelX,VelY,VelZ
0.987,0.000,0.565,-0.266,45.000,2.879,15.262,-0.300,-0.059,-0.300,-498.860,-499.788,-498.860
0.992,-0.000,0.567,-0.266,45.000,2.757,15.262,-0.300,-0.057,-0.300,-498.860,-499.796,-498.860
0.996,-0.000,0.569,-0.266,45.000,2.642,15.262,-0.300,-0.055,-0.300,-498.860,-499.804,-498.860
1.000,-0.000,0.571,-0.266,45.001,2.535,15.263,-0.300,-0.053,-0.300,-498.860,-499.811,-498.860
1.004,-0.000,0.573,-0.266,45.001,2.436,15.263,-0.300,-0.051,-0.300,-498.860,-499.817,-498.860
1.008,-0.000,0.575,-0.266,45.001,2.345,15.263,-0.300,-0.050,-0.300,-498.859,-499.822,-498.859
1.012,-0.000,0.576,-0.266,45.001,2.262,15.263,-0.300,-0.049,-0.300,-498.859,-499.826,-498.859
1.017,-0.000,0.577,-0.266,45.001,2.188,15.263,-0.300,-0.048,-0.300,-498.859,-499.830,-498.859
1.021,-0.000,0.578,-0.266,45.001,2.123,15.263,-0.300,-0.047,-0.300,-498.859,-499.833,-498.859
1.025,-0.000,0.579,-0.266,45.001,2.066,15.263,-0.300,-0.047,-0.300,-498.859,-499.835,-498.859
1.029,-0.000,0.580,-0.266,45.001,2.018,15.263,-0.300,-0.047,-0.300,-498.859,-499.837,-498.859
1.033,-0.000,0.581,-0.266,45.001,1.979,15.263,-0.300,-0.047,-0.300,-498.859,-499.838,-498.859
1.038,-0.000,0.581,-0.266,45.001,1.948,15.263,-0.300,-0.047,-0.300,-498.859,-499.838,-498.859
1.042,-0.000,0.582,-0.266,45.001,1.926,15.264,-0.300,-0.048,-0.300,-498.859,-499.837,-498.859
1.046,-0.000,0.582,-0.266,45.001,1.911,15.264,-0.300,-0.048,-0.300,-498.859,-499.836,-498.859
1.050,-0.000,0.582,-0.266,45.002,1.905,15.264,-0.300,-0.049,-0.300,-498.859,-499.834,-498.859
1.054,-0.000,0.582,-0.266,45.002,1.906,15.264,-0.300,-0.050,-0.300,-498.859,-499.832,-498.859
1.058,-0.000,0.582,-0.266,45.002,1.915,15.264,-0.300,-0.051,-0.300,-498.859,-499.829,-498.859
1.062,-0.000,0.582,-0.266,45.002,1.932,15.264,-0.300,-0.053,-0.300,-498.859,-499.826,-498.859
1.067,-0.000,0.581,-0.266,45.002,1.955,15.264,-0.300,-0.054,-0.300,-498.860,-499.822,-498.860
1.071,-0.000,0.581,-0.266,45.002,1.984,15.264,-0.300,-0.056,-0.300,-498.860,-499.818,-498.860
1.075,-0.000,0.580,-0.266,45.002,2.020,15.264,-0.300,-0.057,-0.300,-498.860,-499.813,-498.860
1.079,-0.000,0.580,-0.266,45.002,2.061,15.264,-0.300,-0.059,-0.300,-498.860,-499.808,-498.860
1.083,-0.000,0.579,-0.266,45.002,2.108,15.264,-0.300,-0.061,-0.300,-498.860,-499.803,-498.860
1.087,-0.000,0.578,-0.266,45.002,2.160,15.264,-0.300,-0.063,-0.300,-498.860,-499.797,-498.860
1.092,-0.000,0.577,-0.266,45.002,2.216,15.264,-0.300,-0.065,-0.300,-498.860,-499.791,-498.861
1.096,-0.000,0.576,-0.266,45.002,2.276,15.264,-0.300,-0.067,-0.300,-498.861,-499.785,-498.861
1.100,-0.000,0.575,-0.266,45.002,2.339,15.264,-0.300,-0.069,-0.300,-498.861,-499.779,-498.861
1.104,-0.000,0.573,-0.266,45.002,2.406,15.264,-0.300,-0.071,-0.300,-498.861,-499.773,-498.861
1.108,-0.000,0.572,-0.266,45.002,2.475,15.264,-0.300,-0.074,-0.300,-498.861,-499.766,-498.861
1.113,-0.000,0.571,-0.266,45.002,2.547,15.265,-0.300,-0.076,-0.300,-498.861,-499.760,-498.862
1.117,-0.000,0.570,-0.266,45.002,2.620,15.265,-0.300,-0.078,-0.300,-498.862,-499.753,-498.862
1.121,-0.000,0.568,-0.266,45.002,2.695,15.265,-0.300,-0.080,-0.300,-498.862,-499.747,-498.862
1.125,-0.000,0.567,-0.266,45.002,2.771,15.265,-0.300,-0.082,-0.300,-498.862,-499.740,-498.862
1.129,-0.000,0.566,-0.266,45.002,2.847,15.265,-0.300,-0.084,-0.300,-498.862,-499.734,-498.862
1.133,-0.000,0.564,-0.266,45.002,2.923,15.265,-0.300,-0.086,-0.300,-498.862,-499.727,-498.863
1.137,-0.000,0.563,-0.266,45.002,2.999,15.265,-0.300,-0.088,-0.300,-498.863,-499.721,-498.863
1.142,-0.000,0.562,-0.266,45.002,3.074,15.265,-0.300,-0.090,-0.300,-498.863,-499.715,-498.863
1.146,-0.000,0.561,-0.266,45.002,3.148,15.265,-0.300,-0.092,-0.300,-498.863,-499.710,-498.863
1.150,-0.000,0.559,-0.266,45.002,3.220,15.265,-0.300,-0.093,-0.300,-498.863,-499.704,-498.863
1.154,-0.000,0.558,-0.266,45.002,3.291,15.265,-0.300,-0.095,-0.300,-498.863,-499.699,-498.863
1.158,-0.000,0.557,-0.266,45.002,3.360,15.265,-0.300,-0.097,-0.300,-498.863,-499.693,-498.864
1.163,-0.000,0.556,-0.266,45.002,3.426,15.265,-0.300,-0.098,-0.300,-498.864,-499.689,-498.864
1.167,-0.000,0.555,-0.266,45.002,3.490,15.265,-0.300,-0.099,-0.300,-498.864,-499.684,-498.864
1.171,-0.000,0.554,-0.266,45.002,3.550,15.265,-0.300,-0.101,-0.300,-498.864,-499.680,-498.864
1.175,-0.000,0.553,-0.266,45.002,3.608,15.265,-0.300,-0.102,-0.300,-498.864,-499.676,-498.864
1.179,-0.000,0.552,-0.266,45.001,3.662,15.265,-0.300,-0.103,-0.300,-498.863,-499.676,-498.865
1.183,-0.000,0.551,-0.266,45.001,3.711,15.265,-0.300,-0.103,-0.300,-498.864,-499.673,-498.864
1.188,-0.000,0.550,-0.266,45.000,3.756,15.264,-0.300,-0.104,-0.300,-498.864,-499.670,-498.864
1.192,0.000,0.549,-0.266,45.000,3.797,15.264,-0.300,-0.105,-0.300,-498.865,-499.668,-498.864
1.196,-0.000,0.549,-0.266,45.000,3.833,15.265,-0.300,-0.105,-0.300,-498.867,-499.669,-498.863
1.200,-0.000,0.548,-0.266,45.000,3.863,15.265,-0.300,-0.105,-0.300,-498.864,-499.668,-498.864
1.204,-0.000,0.548,-0.266,45.001,3.888,15.265,-0.300,-0.105,-0.300,-498.864,-499.668,-498.865
1.208,-0.000,0.547,-0.266,45.001,3.909,15.265,-0.300,-0.105,-0.300,-498.864,-499.667,-498.865
1.212,-0.000,0.547,-0.266,45.001,3.924,15.265,-0.300,-0.105,-0.300,-498.864,-499.668,-498.865
1.217,-0.000,0.547,-0.266,45.001,3.934,15.265,-0.300,-0.104,-0.300,-498.864,-499.668,-498.864
1.221,-0.000,0.547,-0.266,45.001,3.939,15.266,-0.300,-0.104,-0.300,-498.864,-499.669,-498.864
1.225,-0.000,0.547,-0.266,45.002,3.940,15.266,-0.300,-0.103,-0.300,-498.864,-499.670,-498.864
1.229,-0.000,0.547,-0.266,45.002,3.936,15.266,-0.300,-0.103,-0.300,-498.864,-499.672,-498.864
1.233,-0.000,0.547,-0.266,45.002,3.928,15.266,-0.300,-0.102,-0.300,-498.864,-499.674,-498.864
1.238,-0.000,0.547,-0.266,45.002,3.915,15.266,-0.300,-0.101,-0.300,-498.864,-499.676,-498.864
1.242,-0.000,0.547,-0.266,45.002,3.899,15.266,-0.300,-0.100,-0.300,-498.864,-499.678,-498.864
1.246,-0.000,0.548,-0.266,45.002,3.879,15.266,-0.300,-0.099,-0.300,-498.864,-499.681,-498.864
1.250,-0.000,0.548,-0.266,45.002,3.855,15.266,-0.300,-0.098,-0.300,-498.864,-499.684,-498.864
1.254,-0.000,0.549,-0.266,45.002,3.829,15.266,-0.300,-0.097,-0.300,-498.864,-499.687,-498.864
1.258,-0.000,0.549,-0.266,45.002,3.799,15.266,-0.300,-0.096,-0.300,-498.864,-499.690,-498.864
1.262,-0.000,0.550,-0.266,45.002,3.766,15.266,-0.300,-0.095,-0.300,-498.864,-499.694,-498.864
1.267,-0.000,0.550,-0.266,45.002,3.731,15.266,-0.300,-0.093,-0.300,-498.864,-499.697,-498.863
1.271,-0.000,0.551,-0.266,45.002,3.694,15.266,-0.300,-0.092,-0.300,-498.863,-499.701,-498.863
1.275,-0.000,0.552,-0.266,45.002,3.655,15.267,-0.300,-0.091,-0.300,-498.863,-499.705,-498.863
1.279,-0.000,0.552,-0.266,45.002,3.614,15.267,-0.300,-0.089,-0.300,-498.863,-499.709,-498.863
1.283,-0.000,0.553,-0.266,45.002,3.572,15.267,-0.300,-0.088,-0.300,-498.863,-499.713,-498.863
1.288,-0.000,0.554,-0.266,45.002,3.528,15.267,-0.300,-0.087,-0.300,-498.863,-499.716,-498.863
1.292,-0.000,0.555,-0.266,45.002,3.485,15.266,-0.300,-0.086,-0.300,-498.861,-499.717,-498.864
1.296,-0.000,0.555,-0.266,45.001,3.442,15.266,-0.300,-0.085,-0.300,-498.863,-499.720,-498.863
1.300,-0.000,0.556,-0.266,45.001,3.399,15.266,-0.300,-0.084,-0.300,-498.863,-499.724,-498.863
1.304,-0.000,0.557,-0.266,45.000,3.357,15.266,-0.300,-0.083,-0.300,-498.863,-499.727,-498.862
1.308,0.000,0.558,-0.266,45.000,3.315,15.266,-0.300,-0.082,-0.300,-498.862,-499.730,-498.862
1.312,-0.000,0.558,-0.266,45.000,3.276,15.266,-0.300,-0.081,-0.300,-498.864,-499.730,-498.861
1.317,-0.000,0.559,-0.266,45.000,3.238,15.266,-0.300,-0.080,-0.300,-498.862,-499.733,-498.862
1.321,-0.000,0.560,-0.266,45.001,3.202,15.266,-0.300,-0.079,-0.300,-498.862,-499.736,-498.862
1.325,-0.000,0.560,-0.266,45.001,3.168,15.266,-0.300,-0.079,-0.300,-498.862,-499.738,-498.862
1.329,-0.000,0.561,-0.266,45.001,3.136,15.267,-0.300,-0.078,-0.300,-498.862,-499.740,-498.862
1.333,-0.000,0.561,-0.266,45.001,3.107,15.267,-0.300,-0.078,-0.300,-498.862,-499.742,-498.862
1.337,-0.000,0.562,-0.266,45.001,3.079,15.267,-0.300,-0.077,-0.300,-498.862,-499.743,-498.862
1.342,-0.000,0.562,-0.266,45.002,3.055,15.267,-0.300,-0.077,-0.300,-498.862,-499.745,-498.862
1.346,-0.000,0.563,-0.266,45.002,3.032,15.267,-0.300,-0.077,-0.300,-498.862,-499.746,-498.862
1.350,-0.000,0.563,-0.266,45.002,3.012,15.267,-0.300,-0.076,-0.300,-498.862,-499.747,-498.862
1.354,-0.000,0.563,-0.266,45.002,2.995,15.267,-0.300,-0.076,-0.300,-498.862,-499.748,-498.862
1.358,-0.000,0.563,-0.266,45.002,2.980,15.267,-0.300,-0.076,-0.300,-498.862,-499.748,-498.862
1.363,-0.000,0.564,-0.266,45.002,2.968,15.268,-0.300,-0.076,-0.300,-498.862,-499.749,-498.862
1.367,-0.000,0.564,-0.266,45.002,2.958,15.268,-0.300,-0.076,-0.300,-498.862,-499.749,-498.862
1.371,-0.000,0.564,-0.266,45.002,2.950,15.268,-0.300,-0.076,-0.300,-498.862,-499.749,-498.862
1.375,-0.000,0.564,-0.266,45.002,2.945,15.268,-0.300,-0.076,-0.300,-498.862,-499.748,-498.862
1.379,-0.000,0.564,-0.266,45.002,2.942,15.268,-0.300,-0.077,-0.300,-498.862,-499.748,-498.862
1.383,-0.000,0.564,-0.266,45.002,2.941,15.268,-0.300,-0.077,-0.300,-498.862,-499.747,-498.862
1.387,-0.000,0.564,-0.266,45.002,2.943,15.268,-0.300,-0.077,-0.300,-498.862,-499.747,-498.862
1.392,-0.000,0.564,-0.266,45.002,2.946,15.268,-0.300,-0.078,-0.300,-498.862,-499.746,-498.862
1.396,-0.000,0.564,-0.266,45.002,2.952,15.268,-0.300,-0.078,-0.300,-498.862,-499.745,-498.862
1.400,-0.000,0.564,-0.266,45.002,2.960,15.268,-0.300,-0.078,-0.300,-498.862,-499.744,-498.862
1.404,-0.000,0.564,-0.266,45.002,2.969,15.268,-0.300,-0.079,-0.300,-498.862,-499.742,-498.862
1.408,-0.000,0.563,-0.266,45.002,2.980,15.268,-0.300,-0.079,-0.300,-498.862,-499.741,-498.862
1.413,-0.000,0.563,-0.266,45.002,2.993,15.268,-0.300,-0.080,-0.300,-498.862,-499.739,-498.862
1.417,-0.000,0.563,-0.266,45.002,3.007,15.268,-0.300,-0.081,-0.300,-498.862,-499.738,-498.862
1.421,-0.000,0.563,-0.266,45.002,3.023,15.268,-0.300,-0.081,-0.300,-498.862,-499.736,-498.862
1.425,-0.000,0.562,-0.266,45.002,3.039,15.268,-0.300,-0.082,-0.300,-498.862,-499.734,-498.862
1.429,-0.000,0.562,-0.266,45.002,3.057,15.268,-0.300,-0.082,-0.300,-498.862,-499.733,-498.862
1.433,-0.000,0.562,-0.266,45.002,3.076,15.268,-0.300,-0.083,-0.300,-498.862,-499.731,-498.862
1.438,-0.000,0.561,-0.266,45.002,3.095,15.268,-0.300,-0.083,-0.300,-498.862,-499.729,-498.862
1.442,-0.000,0.561,-0.266,45.002,3.116,15.268,-0.300,-0.084,-0.300,-498.862,-499.727,-498.862
1.446,-0.000,0.561,-0.266,45.002,3.137,15.268,-0.300,-0.085,-0.300,-498.862,-499.725,-498.863
1.450,-0.000,0.560,-0.266,45.002,3.158,15.269,-0.300,-0.085,-0.300,-498.863,-499.723,-498.863
1.454,-0.000,0.560,-0.266,45.002,3.179,15.269,-0.300,-0.086,-0.300,-498.863,-499.722,-498.863
1.458,-0.000,0.560,-0.266,45.002,3.201,15.269,-0.300,-0.087,-0.300,-498.863,-499.720,-498.863
1.462,-0.000,0.559,-0.266,45.002,3.223,15.269,-0.300,-0.087,-0.300,-498.863,-499.718,-498.863
1.467,-0.000,0.559,-0.266,45.002,3.245,15.269,-0.300,-0.088,-0.300,-498.863,-499.716,-498.863
1.471,-0.000,0.558,-0.266,45.002,3.266,15.269,-0.300,-0.088,-0.300,-498.863,-499.714,-498.863
1.475,-0.000,0.558,-0.266,45.002,3.288,15.269,-0.300,-0.089,-0.300,-498.863,-499.713,-498.863
1.479,-0.000,0.558,-0.266,45.002,3.309,15.269,-0.300,-0.089,-0.300,-498.863,-499.711,-498.863
1.483,-0.000,0.557,-0.266,45.002,3.329,15.269,-0.300,-0.090,-0.300,-498.863,-499.709,-498.863
1.488,-0.000,0.557,-0.266,45.002,3.349,15.269,-0.300,-0.090,-0.300,-498.863,-499.708,-498.863
1.492,-0.000,0.557,-0.266,45.002,3.369,15.269,-0.300,-0.091,-0.300,-498.863,-499.707,-498.863
1.496,-0.000,0.556,-0.266,45.002,3.387,15.269,-0.300,-0.091,-0.300,-498.863,-499.705,-498.863
1.500,-0.000,0.556,-0.266,45.002,3.405,15.269,-0.300,-0.091,-0.300,-498.863,-499.704,-498.863
1.504,-0.000,0.556,-0.266,45.002,3.422,15.269,-0.300,-0.092,-0.300,-498.863,-499.703,-498.863
1.508,-0.000,0.555,-0.266,45.002,3.438,15.269,-0.300,-0.092,-0.300,-498.863,-499.702,-498.863
1.512,-0.000,0.555,-0.266,45.002,3.453,15.269,-0.300,-0.092,-0.300,-498.863,-499.701,-498.863
1.517,-0.000,0.555,-0.266,45.002,3.467,15.269,-0.300,-0.093,-0.300,-498.863,-499.700,-498.863
1.521,-0.000,0.555,-0.267,45.002,3.481,15.269,-0.300,-0.093,-0.300,-498.863,-499.699,-498.863
1.525,-0.000,0.555,-0.267,45.002,3.492,15.269,-0.300,-0.093,-0.300,-498.863,-499.698,-498.863
1.529,-0.000,0.554,-0.267,45.002,3.503,15.269,-0.300,-0.093,-0.300,-498.863,-499.698,-498.863
1.533,-0.000,0.554,-0.267,45.002,3.513,15.269,-0.300,-0.093,-0.300,-498.863,-499.697,-498.863
1.538,-0.000,0.554,-0.267,45.002,3.522,15.270,-0.300,-0.093,-0.300,-498.863,-499.697,-498.863
1.542,-0.000,0.554,-0.267,45.002,3.529,15.270,-0.300,-0.093,-0.300,-498.863,-499.697,-498.863
1.546,-0.000,0.554,-0.267,45.002,3.535,15.270,-0.300,-0.093,-0.300,-498.863,-499.696,-498.863
1.550,-0.000,0.554,-0.267,45.002,3.541,15.270,-0.300,-0.093,-0.300,-498.863,-499.696,-498.863
1.554,-0.000,0.554,-0.267,45.002,3.545,15.270,-0.300,-0.093,-0.300,-498.863,-499.696,-498.863
1.558,-0.000,0.554,-0.267,45.002,3.548,15.270,-0.300,-0.093,-0.300,-498.863,-499.696,-498.863
1.562,-0.000,0.554,-0.267,45.002,3.549,15.270,-0.300,-0.093,-0.300,-498.863,-499.696,-498.863
1.567,-0.000,0.554,-0.267,45.002,3.550,15.270,-0.300,-0.093,-0.300,-498.863,-499.697,-498.863
1.571,-0.000,0.554,-0.267,45.002,3.550,15.270,-0.300,-0.093,-0.300,-498.863,-499.697,-498.863
1.575,-0.000,0.554,-0.267,45.002,3.549,15.270,-0.300,-0.093,-0.300,-498.863,-499.697,-498.863
1.579,-0.000,0.554,-0.267,45.002,3.547,15.270,-0.300,-0.093,-0.300,-498.863,-499.698,-498.863
1.583,-0.000,0.554,-0.267,45.002,3.544,15.270,-0.300,-0.092,-0.300,-498.863,-499.698,-498.863
1.587,-0.000,0.554,-0.267,45.002,3.540,15.270,-0.300,-0.092,-0.300,-498.863,-499.699,-498.863
1.592,-0.000,0.554,-0.267,45.002,3.535,15.270,-0.300,-0.092,-0.300,-498.863,-499.699,-498.863
1.596,-0.000,0.554,-0.267,45.002,3.529,15.270,-0.300,-0.092,-0.300,-498.863,-499.700,-498.863
1.600,-0.000,0.554,-0.267,45.002,3.523,15.270,-0.300,-0.091,-0.300,-498.863,-499.701,-498.863
1.604,-0.000,0.554,-0.267,45.002,3.516,15.270,-0.300,-0.091,-0.300,-498.863,-499.702,-498.863
1.608,-0.000,0.554,-0.267,45.002,3.509,15.270,-0.300,-0.091,-0.300,-498.863,-499.702,-498.863
1.613,-0.000,0.554,-0.267,45.002,3.501,15.270,-0.300,-0.091,-0.300,-498.863,-499.703,-498.863
1.617,-0.000,0.555,-0.267,45.002,3.493,15.270,-0.300,-0.090,-0.300,-498.863,-499.704,-498.863
1.621,-0.000,0.555,-0.267,45.002,3.484,15.271,-0.300,-0.090,-0.300,-498.863,-499.705,-498.863
1.625,-0.000,0.555,-0.267,45.002,3.475,15.271,-0.300,-0.090,-0.300,-498.863,-499.706,-498.863
1.629,-0.000,0.555,-0.267,45.002,3.465,15.271,-0.300,-0.090,-0.300,-498.863,-499.707,-498.863
1.633,-0.000,0.555,-0.267,45.002,3.456,15.271,-0.300,-0.089,-0.300,-498.863,-499.707,-498.863
1.637,-0.000,0.555,-0.267,45.002,3.446,15.271,-0.300,-0.089,-0.300,-498.863,-499.708,-498.863
1.642,-0.000,0.556,-0.267,45.002,3.436,15.271,-0.300,-0.089,-0.300,-498.863,-499.709,-498.863
1.646,-0.000,0.556,-0.267,45.002,3.426,15.271,-0.300,-0.088,-0.300,-498.863,-499.710,-498.863
1.650,-0.000,0.556,-0.267,45.002,3.416,15.271,-0.300,-0.088,-0.300,-498.863,-499.711,-498.863
1.654,-0.000,0.556,-0.267,45.002,3.406,15.271,-0.300,-0.088,-0.300,-498.863,-499.712,-498.863
1.658,-0.000,0.556,-0.267,45.002,3.396,15.271,-0.300,-0.088,-0.300,-498.863,-499.712,-498.863
1.662,-0.000,0.556,-0.267,45.002,3.386,15.271,-0.300,-0.087,-0.300,-498.863,-499.713,-498.863
1.667,-0.000,0.557,-0.267,45.002,3.376,15.271,-0.300,-0.087,-0.300,-498.863,-499.714,-498.863
1.671,-0.000,0.557,-0.267,45.002,3.367,15.271,-0.300,-0.087,-0.300,-498.863,-499.715,-498.863
1.675,-0.000,0.557,-0.267,45.002,3.358,15.271,-0.300,-0.087,-0.300,-498.863,-499.715,-498.863
1.679,-0.000,0.557,-0.267,45.002,3.349,15.271,-0.300,-0.087,-0.300,-498.863,-499.716,-498.863
1.683,-0.000,0.557,-0.267,45.002,3.341,15.271,-0.300,-0.086,-0.300,-498.863,-499.717,-498.863
1.688,-0.000,0.557,-0.267,45.002,3.333,15.271,-0.300,-0.086,-0.300,-498.863,-499.717,-498.863
1.692,-0.000,0.557,-0.267,45.002,3.325,15.271,-0.300,-0.086,-0.300,-498.863,-499.718,-498.863
1.696,-0.000,0.558,-0.267,45.002,3.318,15.271,-0.300,-0.086,-0.300,-498.863,-499.718,-498.863
1.700,-0.000,0.558,-0.267,45.002,3.312,15.271,-0.300,-0.086,-0.300,-498.863,-499.718,-498.863
1.704,-0.000,0.558,-0.267,45.002,3.305,15.271,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
1.708,-0.000,0.558,-0.267,45.002,3.300,15.272,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
1.712,-0.000,0.558,-0.267,45.002,3.294,15.272,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
1.717,-0.000,0.558,-0.267,45.002,3.290,15.272,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
1.721,-0.000,0.558,-0.267,45.002,3.285,15.272,-0.300,-0.085,-0.300,-498.863,-499.720,-498.863
1.725,-0.000,0.558,-0.267,45.002,3.282,15.272,-0.300,-0.085,-0.300,-498.863,-499.720,-498.863
1.729,-0.000,0.558,-0.267,45.002,3.279,15.272,-0.300,-0.085,-0.300,-498.863,-499.720,-498.863
1.733,-0.000,0.558,-0.267,45.002,3.276,15.272,-0.300,-0.085,-0.300,-498.863,-499.720,-498.863
1.738,-0.000,0.558,-0.267,45.002,3.274,15.272,-0.300,-0.085,-0.300,-498.863,-499.720,-498.863
1.742,-0.000,0.558,-0.267,45.002,3.272,15.272,-0.300,-0.085,-0.300,-498.863,-499.720,-498.863
1.746,-0.000,0.558,-0.267,45.002,3.271,15.272,-0.300,-0.085,-0.300,-498.863,-499.720,-498.863
1.750,-0.000,0.558,-0.267,45.002,3.270,15.272,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
1.754,-0.000,0.558,-0.267,45.002,3.270,15.272,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
1.758,-0.000,0.558,-0.267,45.002,3.271,15.272,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
1.762,-0.000,0.558,-0.267,45.002,3.271,15.272,-0.300,-0.086,-0.300,-498.863,-499.720,-498.863
1.767,-0.000,0.558,-0.267,45.002,3.273,15.272,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
1.771,-0.000,0.558,-0.267,45.002,3.274,15.272,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
1.775,-0.000,0.558,-0.267,45.002,3.276,15.272,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
1.779,-0.000,0.558,-0.267,45.002,3.279,15.272,-0.300,-0.086,-0.300,-498.863,-499.719,-498.863
1.783,-0.000,0.558,-0.267,45.002,3.281,15.272,-0.300,-0.086,-0.300,-498.863,-499.718,-498.863
1.787,-0.000,0.558,-0.267,45.002,3.284,15.272,-0.300,-0.086,-0.300,-498.863,-499.718,-498.863
1.792,-0.000,0.558,-0.267,45.002,3.288,15.272,-0.300,-0.086,-0.300,-498.863,-499.718,-498.863
1.796,-0.000,0.558,-0.267,45.002,3.291,15.273,-0.300,-0.087,-0.300,-498.863,-499.717,-498.863
1.800,-0.000,0.558,-0.267,45.002,3.295,15.273,-0.300,-0.087,-0.300,-498.863,-499.717,-498.863
1.804,-0.000,0.558,-0.267,45.002,3.299,15.273,-0.300,-0.087,-0.300,-498.863,-499.717,-498.863
1.808,-0.000,0.558,-0.267,45.002,3.303,15.273,-0.300,-0.087,-0.300,-498.863,-499.716,-498.863
1.812,-0.000,0.558,-0.267,45.002,3.307,15.273,-0.300,-0.087,-0.300,-498.863,-499.716,-498.863
1.817,-0.000,0.558,-0.267,45.002,3.312,15.273,-0.300,-0.087,-0.300,-498.863,-499.715,-498.863
1.821,-0.000,0.558,-0.267,45.002,3.316,15.273,-0.300,-0.087,-0.300,-498.863,-499.715,-498.863
1.825,-0.000,0.558,-0.267,45.002,3.321,15.273,-0.300,-0.088,-0.300,-498.863,-499.715,-498.863
1.829,-0.000,0.557,-0.267,45.002,3.325,15.273,-0.300,-0.088,-0.300,-498.863,-499.714,-498.863
1.833,-0.000,0.557,-0.267,45.002,3.330,15.273,-0.300,-0.088,-0.300,-498.863,-499.714,-498.863
1.837,-0.000,0.557,-0.267,45.002,3.334,15.273,-0.300,-0.088,-0.300,-498.863,-499.713,-498.863
1.842,-0.000,0.557,-0.267,45.002,3.339,15.273,-0.300,-0.088,-0.300,-498.863,-499.713,-498.863
1.846,-0.000,0.557,-0.267,45.002,3.344,15.273,-0.300,-0.088,-0.300,-498.863,-499.713,-498.863
1.850,-0.000,0.557,-0.267,45.002,3.348,15.273,-0.300,-0.088,-0.300,-498.863,-499.712,-498.863
1.854,-0.000,0.557,-0.267,45.002,3.352,15.273,-0.300,-0.088,-0.300,-498.863,-499.712,-498.863
1.858,-0.000,0.557,-0.267,45.002,3.357,15.273,-0.300,-0.088,-0.300,-498.863,-499.712,-498.863
1.863,-0.000,0.557,-0.267,45.002,3.361,15.273,-0.300,-0.088,-0.300,-498.863,-499.711,-498.863
1.867,-0.000,0.557,-0.267,45.002,3.365,15.273,-0.300,-0.089,-0.300,-498.863,-499.711,-498.863
1.871,-0.000,0.557,-0.267,45.002,3.368,15.273,-0.300,-0.089,-0.300,-498.863,-499.711,-498.863
1.875,-0.000,0.557,-0.267,45.002,3.372,15.273,-0.300,-0.089,-0.300,-498.863,-499.711,-498.863
1.879,-0.000,0.557,-0.267,45.002,3.375,15.273,-0.300,-0.089,-0.300,-498.863,-499.710,-498.863
1.883,-0.000,0.557,-0.267,45.002,3.379,15.274,-0.300,-0.089,-0.300,-498.863,-499.710,-498.863
1.887,-0.000,0.556,-0.267,45.002,3.382,15.274,-0.300,-0.089,-0.300,-498.863,-499.710,-498.863
1.892,-0.000,0.556,-0.267,45.002,3.384,15.274,-0.300,-0.089,-0.300,-498.863,-499.710,-498.863
1.896,-0.000,0.556,-0.267,45.002,3.387,15.274,-0.300,-0.089,-0.300,-498.863,-499.710,-498.863
1.900,-0.000,0.556,-0.267,45.002,3.389,15.274,-0.300,-0.089,-0.300,-498.863,-499.710,-498.863
1.904,-0.000,0.556,-0.267,45.002,3.391,15.274,-0.300,-0.089,-0.300,-498.863,-499.709,-498.863
1.908,-0.000,0.556,-0.267,45.002,3.393,15.274,-0.300,-0.089,-0.300,-498.863,-499.709,-498.863
1.912,-0.000,0.556,-0.267,45.002,3.395,15.274,-0.300,-0.089,-0.300,-498.863,-499.709,-498.863
1.917,-0.000,0.556,-0.267,45.002,3.396,15.274,-0.300,-0.089,-0.300,-498.863,-499.709,-498.863
1.921,-0.000,0.556,-0.267,45.002,3.397,15.274,-0.300,-0.089,-0.300,-498.863,-499.709,-498.863
1.925,-0.000,0.556,-0.267,45.002,3.398,15.274,-0.300,-0.089,-0.300,-498.863,-499.709,-498.863
1.929,-0.000,0.556,-0.267,45.002,3.398,15.274,-0.300,-0.089,-0.300,-498.863,-499.709,-498.863
1.933,-0.000,0.556,-0.267,45.002,3.399,15.274,-0.300,-0.089,-0.300,-498.863,-499.709,-498.863
1.938,-0.000,0.556,-0.267,45.002,3.399,15.274,-0.300,-0.089,-0.300,-498.863,-499.709,-498.863
1.942,-0.000,0.556,-0.267,45.002,3.399,15.274,-0.300,-0.089,-0.300,-498.863,-499.709,-498.863
1.946,-0.000,0.556,-0.267,45.002,3.399,15.274,-0.300,-0.089,-0.300,-498.863,-499.709,-498.863
1.950,-0.000,0.556,-0.267,45.002,3.398,15.274,-0.300,-0.089,-0.300,-498.863,-499.710,-498.863
