#{"t_start": 1778794156.4562166, "env_id": "None"}
r,l,t
-215.39093,24,60.780547
-191.64838,43,60.814143
-164.01102,32,60.84806
-256.29666,41,60.890004
-207.0036,34,60.929048
-446.03537,24,60.956722
-339.50226,33,60.9905
-220.76642,37,60.9905
-212.14015,47,61.022228
-196.42775,21,61.058091
-1531.0386,174,61.094992
-262.53033,31,61.135131
-200.17206,36,61.165815
-356.433,25,61.194514
-203.04369,43,61.234672
-263.10208,46,61.262218
-316.985,34,61.293029
-211.63937,35,61.341787
-254.20566,71,61.3844
-350.626,34,61.427658
-362.75363,52,61.461644
-326.07294,23,61.497235
-172.74707,48,61.532438
-212.82051,47,61.570112
-214.0223,33,61.619193
-252.61287,90,61.651039
-174.87634,31,61.681886
-151.15695,27,61.713716
-141.19011,60,61.756905
-261.18298,18,61.791618
-520.8829,57,61.824548
-191.21132,28,61.861646
-233.12456,30,61.862151
-257.05994,32,61.90086
-283.1115,22,61.94144
-228.89818,71,61.978893
-202.51251,25,62.009377
-238.72975,32,62.041248
-204.47256,45,62.07866
-211.23608,26,62.07866
-171.82501,29,62.120154
-385.2245,47,62.147744
-182.99368,30,62.185761
-164.3792,34,62.219422
-173.04361,28,62.248602
-185.26784,32,62.278854
-201.27713,32,62.31991
-161.75945,54,62.355787
-217.93427,40,62.390583
-230.48547,36,62.41932
-171.57678,36,62.457788
-386.83142,44,62.491151
-227.50569,22,62.52391
-154.04822,41,62.565749
-149.94588,37,62.601633
-228.97859,53,62.63339
-395.16388,70,62.665343
-263.71027,41,62.695124
-186.31888,30,62.721663
-246.38142,43,62.756421
-232.76472,26,62.784167
-196.61296,28,62.822398
-176.57722,37,62.876826
-254.32031,23,62.876826
-158.34033,39,62.912852
-210.01181,40,62.912852
-185.66267,34,62.942638
-242.77213,28,62.99893
-185.04335,30,63.027564
-174.96785,79,63.054265
-234.56018,43,63.091117
-188.36327,58,63.134353
-179.92706,32,63.1734
-319.84937,88,63.206364
-167.6814,43,63.24012
-174.12715,40,63.270909
-189.1922,56,63.305789
-159.61415,83,63.331313
-212.96648,25,63.373315
-230.94337,38,63.404149
-165.64476,51,63.432958
-298.68002,39,63.463736
-183.32591,29,63.520118
-183.24347,32,63.557331
-304.83194,34,63.583864
-385.5145,53,63.611339
-169.34297,63,63.649091
-201.23045,63,63.689019
-192.50395,25,63.7177
-200.98671,43,70.100064
-452.0432,102,70.137123
-190.0953,27,70.179077
-231.30894,24,70.218173
-294.62427,69,70.249015
-424.16605,62,70.278905
-272.05017,59,70.317537
-277.09454,16,70.34901
-205.617,32,70.34901
-238.55612,35,70.392022
-196.71854,30,70.418635
-332.64273,30,70.461657
-574.5962,118,70.489227
-218.9476,35,70.517894
-242.57281,20,70.549456
-264.25742,25,70.583183
-233.5131,45,70.613005
-178.82526,20,70.652853
-487.2041,113,70.687688
-228.70006,34,70.724995
-228.25925,23,70.724995
-146.52914,37,70.754605
-165.65979,34,70.786381
-177.16327,23,70.835445
-212.67575,31,70.878395
-178.33727,37,70.912302
-194.04453,48,70.941119
-150.80884,63,70.969687
-314.91705,42,70.997801
-167.06969,25,71.053128
-276.7745,41,71.053128
-242.84872,37,71.088491
-225.65025,36,71.119849
-184.73825,36,71.146385
-430.62885,81,71.208565
-178.24413,28,71.246114
-280.43176,31,71.27894
-222.85023,21,71.317035
-163.65857,61,71.317035
-174.66751,30,71.343615
-232.07808,29,71.387554
-183.85477,31,71.437548
-175.52943,34,71.4657
-270.18796,35,71.493223
-200.71497,48,71.523016
-241.08224,72,71.550699
-326.2889,74,71.588568
-182.96355,33,71.623359
-169.09763,22,71.65708
-216.5742,18,71.695928
-200.56685,31,71.722426
-211.7051,37,71.758248
-163.13321,38,71.792022
-247.83525,32,71.824836
-201.28978,19,71.850379
-169.9933,32,71.88213
-218.36328,48,71.909788
-170.48566,19,71.954984
-194.95724,16,71.986766
-208.09247,44,72.026068
-210.53493,41,72.062026
-200.67178,41,72.093694
-334.5387,21,72.124336
-173.417,52,72.124336
-170.30925,41,72.159107
-303.87082,32,72.208162
-202.55136,32,72.241686
-209.1377,34,72.272459
-160.1022,35,72.300131
-148.42387,55,72.331866
-159.20596,39,72.361414
-162.31148,25,72.396279
-230.72624,25,72.436305
-202.5182,27,72.465962
-235.46779,91,72.498692
-156.36423,37,72.527323
-210.00139,27,72.557128
-215.06042,39,72.595699
-177.95088,28,72.63036
-205.5614,30,72.662017
-238.38321,31,72.696847
-220.9559,53,72.73175
-165.63962,26,72.765645
-246.01227,19,72.765645
-204.88187,45,72.808521
-206.44801,47,72.808521
-220.11205,15,72.838733
-255.23291,20,72.872579
-261.9704,39,72.909336
-190.85121,37,72.941161
-224.74948,37,72.97295
-194.29239,18,73.00243
-174.5077,28,73.050603
-187.3048,25,73.079959
-177.67868,28,73.117778
-180.04172,53,73.151658
-250.1463,49,73.151658
-148.538,30,73.184372
-404.07925,71,73.230366
-201.60165,18,73.230366
-216.68048,28,73.261161
-199.2126,22,73.291885
-184.1283,28,73.332623
-197.27245,16,73.36128
-146.0507,48,73.404242
-202.21455,22,73.44121
-209.20923,42,73.47382
-158.17888,43,73.510742
-166.08725,47,73.539367
-192.56409,30,73.59894
-155.18427,42,73.59894
-418.40955,107,73.633888
-166.87114,49,73.669818
-161.25383,44,73.703609
-168.84885,46,73.734297
-277.4514,23,73.761366
-186.17242,23,73.800222
-227.34013,18,73.828944
-828.85376,102,73.865685
-170.22485,29,73.897283
-242.45088,52,73.930821
-257.03717,61,73.962162
-160.07777,28,73.993881
-227.98294,20,74.029942
-180.27016,23,74.064991
-175.6005,41,74.096678
-190.57416,63,74.124296
-226.27455,21,74.150858
-280.33658,21,74.183613
-196.93375,18,74.23207
-188.70802,33,74.23207
-236.32422,20,74.261912
-208.34538,26,74.29152
-321.93826,49,74.320139
-221.37016,31,74.35701
-187.17009,26,74.395887
-186.92575,27,74.425647
-179.92595,27,74.458828
-449.96832,40,74.502264
-166.35603,74,74.528891
-222.68271,35,74.556511
-218.83122,19,74.586108
-216.91422,54,74.614675
-203.71811,40,74.658772
-263.69165,21,74.691437
-251.70717,30,74.724267
-309.1372,56,74.757045
-154.89317,32,74.786578
-225.0654,37,74.820361
-195.5676,58,74.866639
-246.26375,24,74.897378
-144.54018,33,74.92605
-191.13483,53,74.960796
-220.68903,37,74.989566
-154.41376,57,75.027425
-259.5368,44,75.059242
-146.84067,41,75.09927
-169.98752,27,75.128967
-160.55138,30,75.154397
-172.21873,41,75.184087
-216.68541,17,75.229067
-157.69466,33,75.229067
-237.71063,20,75.263948
-240.0772,39,75.263948
-173.75792,62,75.295621
-209.76529,28,75.326367
-187.46059,33,75.351893
-207.70308,33,75.399929
-191.89252,33,75.429619
-187.5113,35,75.462393
-182.774,37,75.462393
-189.543,41,75.503311
-156.37962,28,75.545388
-186.85431,51,75.579282
-185.4689,33,75.612089
-195.5764,37,75.642697
-222.1811,59,75.672395
-154.45798,27,75.720369
-184.5838,33,75.75003
-202.25073,46,75.775605
-476.06143,65,75.810358
-185.9066,39,75.848165
-210.5362,45,75.88085
-227.30421,50,75.911781
-164.49886,34,75.951464
-209.32504,21,75.981761
-188.76657,47,76.014363
-167.19168,26,76.050749
-271.87555,56,76.080898
-194.83176,33,76.10853
-178.92886,23,76.134188
-200.2913,54,76.168617
-230.1571,19,76.197721
-222.83722,38,76.238255
-174.30914,30,76.271119
-203.2576,29,76.302908
-188.2335,39,76.338794
-287.85413,16,76.372385
-167.57056,49,76.411619
-301.70514,57,76.444334
-195.38477,19,76.471932
-246.41252,38,76.502586
-222.57391,46,76.53979
-148.69196,60,76.53979
-202.21718,32,76.59613
-171.07051,29,76.630894
-203.85536,42,76.661433
-233.11559,40,76.69623
-183.40536,60,76.752484
-180.16145,23,76.780128
-213.2374,34,76.812963
-250.94067,42,76.848948
-218.12639,48,76.881675
-212.75862,23,76.924374
-1062.5819,102,76.924374
-195.58217,20,76.954178
-197.02661,27,77.010449
-192.75325,44,77.03916
-144.53575,35,77.063801
-243.64732,37,77.094424
-215.2881,65,77.12773
-204.41795,32,77.180498
-190.2442,28,77.210135
-191.79488,52,77.252105
-212.43825,56,77.290025
-211.67345,54,77.319824
-157.32343,39,77.364827
-147.22778,41,77.410908
-173.51535,36,77.440564
-161.55986,18,77.467701
-151.78456,62,77.499027
-165.64536,20,77.542955
-169.2568,34,77.585832
-748.07135,74,77.621928
-21100.79,1889,77.652724
-251.1098,42,77.683394
-188.69905,36,77.722216
-180.48293,29,77.75723
-233.99028,64,77.78907
-173.68141,32,77.825042
-288.54544,42,77.864814
-188.51723,49,77.905759
-171.92273,56,77.963224
-214.98106,46,77.963224
-638.479,62,77.99622
-275.36694,68,78.040132
-164.45355,53,78.08286
-174.91869,34,78.115602
-238.9998,22,78.147436
-237.44423,41,78.179713
-250.82222,54,78.22017
-236.3803,22,78.253042
-237.59195,31,78.283219
-177.84268,24,78.318173
-204.25467,38,78.356198
-217.06851,27,78.394446
-170.14677,38,78.428832
-205.80894,25,78.462077
-227.3581,53,78.495843
-5044.064,451,78.53133
-161.21884,50,78.532363
-220.821,36,78.570142
-175.38382,34,78.617805
-185.07643,39,78.617805
-176.75919,32,78.649057
-223.56096,40,78.685839
-2416.969,191,78.712387
-220.37051,16,78.741089
-186.58891,36,78.770801
-228.18842,70,78.803516
-389.47247,27,78.844459
-253.6221,19,78.871091
-213.63028,49,78.914046
-218.94858,38,78.94996
-203.09064,35,78.979871
-263.93073,49,79.015045
-204.5167,47,79.015045
-243.42378,32,79.043691
-162.21028,39,79.076538
-249.9938,32,79.113366
-181.5097,25,79.139953
-247.92462,19,79.180846
-302.0873,36,79.209489
-306.5228,38,79.245243
-171.23665,44,79.279968
-213.88698,20,79.315658
-160.54437,31,79.315658
-220.41965,52,79.34935
-271.2427,20,79.383248
-195.81935,18,79.417872
-175.01003,35,79.447598
-206.51492,19,79.473704
-189.18608,18,79.506119
-140.60738,52,79.537907
-226.84187,16,79.575921
-167.45485,26,79.604568
-187.93045,31,79.646482
-170.62009,32,79.676099
-213.3491,34,79.708751
-270.9509,63,79.749873
-207.10815,20,79.778584
-235.04088,53,79.814378
-204.46721,43,79.845103
-230.27682,37,79.888998
-166.21051,44,79.917684
-212.444,21,79.917684
-315.45834,62,79.949496
-247.06442,34,79.976094
-259.97073,34,80.011138
-202.34828,22,80.055391
-170.39561,26,80.086129
-179.2289,38,80.126927
-246.8921,36,80.126927
-175.29019,35,80.155391
-247.85193,65,80.194301
-231.22484,56,80.22611
-190.2218,17,80.261027
-194.08397,33,80.261027
-172.28061,30,80.290774
-198.83151,22,80.320523
-220.81267,17,80.354188
-300.63974,24,80.397727
-169.3752,27,80.431184
-222.38217,30,80.457798
-240.26976,26,80.490413
-162.8978,39,80.517528
-164.63857,35,80.552971
-237.29,16,80.552971
-176.28378,69,80.593592
-359.99084,31,80.629951
-170.97064,28,80.664848
-158.14178,44,80.700632
-163.6954,39,80.728724
-175.67223,44,80.768808
-238.50534,45,80.795962
-304.44778,34,80.827761
-192.6737,33,80.866861
-219.68117,21,80.866861
-182.01237,32,80.898559
-171.28482,23,80.936944
-149.27623,36,80.966524
-268.461,18,80.992112
-220.71994,22,81.027007
-204.7943,36,81.057532
-216.65277,27,81.057532
-7913.4556,786,81.094456
-210.23384,28,81.129317
-191.56448,33,81.168312
-180.64145,27,81.195033
-216.30003,37,81.221576
-227.39944,63,81.252278
-181.58345,24,81.290084
-197.57043,46,81.332138
-217.08823,39,81.332138
-323.96924,57,81.374035
-170.4738,34,81.405892
-197.32266,21,81.441722
-164.29991,31,81.470361
-170.71051,49,81.502091
-220.2757,33,81.537994
-180.64857,30,81.572825
-253.68515,59,81.606719
-171.70792,66,81.639465
-193.53764,36,81.676297
-179.5853,35,81.704938
-190.44061,31,81.733422
-239.70663,18,81.762123
-438.67142,51,81.79406
-155.4467,40,88.332527
-182.92673,26,88.332527
-163.1886,43,88.378532
-250.38144,24,88.378532
-163.67622,23,88.411228
-182.05595,39,88.449215
-162.05551,38,88.49315
-164.6183,41,88.526186
-248.87642,58,88.562454
-171.49431,32,88.562454
-188.98389,35,88.597158
-219.65144,66,88.641158
-288.47263,43,88.641158
-258.97366,22,88.67897
-184.3392,43,88.709721
-224.61462,27,88.746669
-178.14166,32,88.746669
-176.30826,25,88.7753
-236.86642,21,88.80499
-176.41594,44,88.847046
-185.17511,41,88.885953
-222.41083,29,88.926004
-256.83,43,88.960827
-170.83356,39,88.996026
-255.98703,53,89.029996
-188.22139,31,89.061846
-202.29822,24,89.098756
-178.31915,37,89.128472
-205.23586,68,89.163272
-191.21652,27,89.20214
-179.66418,75,89.20214
-174.70267,34,89.233867
-166.39674,30,89.233867
-168.9191,39,89.262394
-250.24586,18,89.30044
-221.15172,28,89.333146
-207.177,20,89.366937
-232.49704,30,89.408771
-367.53748,52,89.443637
-190.01544,36,89.470225
-147.0081,27,89.499982
-242.22502,41,89.530715
-177.34296,27,89.560357
-198.24481,25,89.604776
-157.80754,56,89.639717
-169.20772,39,89.676673
-233.10947,25,89.676673
-152.62582,33,89.713342
-247.10939,36,89.753268
-162.29037,41,89.78196
-178.55312,34,89.824951
-172.09216,20,89.854627
-158.86504,33,89.889604
-298.07968,36,89.925448
-175.93755,28,89.966527
-158.93552,48,89.995241
-250.02129,70,90.027997
-253.5477,19,90.059722
-206.6589,34,90.095471
-209.55577,37,90.126184
-262.327,20,90.154835
-176.87619,38,90.183352
-226.42354,22,90.21408
-189.80756,17,90.251055
-694.21875,64,90.280806
-220.54486,19,90.317726
-194.50107,19,90.357617
-154.78232,30,90.386218
-200.90596,24,90.413893
-197.96382,20,90.447609
-189.98526,54,90.47671
-192.80655,64,90.504246
-156.77948,49,90.534909
-180.94356,28,90.580945
-194.60004,29,90.61687
-181.64322,31,90.650766
-187.57909,22,90.680503
-195.70111,32,90.713292
-154.39069,73,90.74297
-219.85146,41,90.776729
-223.84184,23,90.804301
-217.57196,19,90.832866
-209.05534,23,90.860408
-243.20049,51,90.894172
-160.94815,31,90.933231
-193.7871,35,90.971146
-262.15048,23,90.971146
-207.72112,32,90.999801
-242.16061,36,91.049856
-229.82358,40,91.0847
-246.58899,21,91.117485
-214.46544,29,91.159421
-187.471,48,91.192213
-182.0342,32,91.223243
-276.2842,19,91.253987
-176.97946,43,91.287678
-192.14185,56,91.325565
-206.4848,23,91.361393
-217.63615,35,91.39931
-180.77802,21,91.428073
-214.57843,19,91.456705
-192.72093,46,91.508708
-155.8405,44,91.543437
-261.02518,33,91.577169
-204.52011,67,91.609324
-184.4867,28,91.639171
-154.57312,44,91.668953
-200.16248,26,91.710964
-161.12798,53,91.750969
-169.14769,31,91.788752
-163.9624,65,91.828196
-185.28864,36,91.828196
-211.7147,44,91.856833
-140.9361,36,91.888754
-161.66423,27,91.927671
-172.45267,50,91.964444
-179.79582,22,92.005358
-210.06529,38,92.039095
-162.58727,22,92.069751
-194.6044,19,92.101348
-216.4796,36,92.131205
-147.94672,38,92.165089
-182.68007,42,92.191659
-162.82407,48,92.227201
-186.54675,23,92.258898
-205.87917,21,92.29564
-171.007,36,92.324254
-167.90694,34,92.362237
-197.78758,41,92.3919
-205.2752,30,92.429775
-255.27292,27,92.461459
-181.42969,44,92.489103
-201.52303,38,92.517793
-238.26706,49,92.547441
-193.49382,26,92.579048
-187.98517,41,92.613783
-250.80739,26,92.649622
-175.6528,40,92.682316
-165.25427,24,92.716087
-201.14948,21,92.749832
-168.02498,32,92.780395
-173.72542,31,92.809039
-198.03458,32,92.852028
-174.293,55,92.888853
-204.23898,27,92.923614
-181.62776,25,92.923614
-242.48158,33,92.954316
-203.96016,30,92.984016
-155.0043,34,93.017987
-158.8563,54,93.061985
-219.00279,20,93.092644
-220.98914,22,93.129488
-200.34048,33,93.169365
-228.00922,32,93.20513
-233.63467,53,93.241
-152.97838,56,93.278393
-165.456,29,93.30949
-209.84862,21,93.354706
-176.6803,28,93.354706
-181.03564,46,93.354706
-218.91708,48,93.385718
-199.40814,17,93.415408
-257.21588,40,93.454666
-216.67142,71,93.454666
-241.78406,18,93.495607
-217.26219,32,93.531513
-242.22937,21,93.563178
-221.96443,29,93.590826
-155.15448,28,93.62339
-181.90048,27,93.660151
-226.58298,53,93.707727
-171.12769,36,93.73705
-154.67197,49,93.774066
-203.08089,30,93.774066
-208.12607,36,93.813941
-179.97691,40,93.842548
-181.3564,46,93.872373
-186.58607,39,93.907753
-185.58838,20,93.938479
-202.82826,26,93.979351
-189.90228,37,94.017548
-166.03981,44,94.053957
-173.9685,29,94.089649
-147.73122,30,94.089649
-159.65242,26,94.132678
-185.33473,38,94.164469
-164.37096,39,94.197696
-175.4057,48,94.22574
-228.81752,23,94.259414
-199.12062,24,94.288069
-162.30492,35,94.318736
-175.72849,38,94.363687
-215.07976,18,94.400558
-219.4932,32,94.431309
-212.85701,20,94.466058
-172.65831,29,94.466058
-145.90634,35,94.501952
-183.29695,29,94.53248
-168.99352,39,94.575492
-226.2399,22,94.575492
-166.19519,32,94.626782
-300.8894,26,94.626782
-247.02307,19,94.663882
-201.05598,33,94.705093
-162.88397,41,94.706127
-312.96744,39,94.740983
-175.0172,40,94.780049
-185.33568,31,94.780049
-192.61118,26,94.826217
-171.1152,35,94.862119
-217.99942,24,94.89623
-164.83397,29,94.929011
-301.44446,22,94.97513
-153.22783,46,95.011174
-201.99281,35,95.043969
-214.39264,66,95.075675
-155.46837,62,95.109325
-223.80144,42,95.143173
-206.36438,45,95.177524
-170.60968,30,95.219963
-223.683,39,95.220983
-206.20111,35,95.248563
-163.6036,41,95.292448
-184.52458,34,95.3211
-178.89171,29,95.349599
-207.6513,26,95.381381
-135.38338,97,95.415225
-246.52913,20,95.462877
-146.29955,33,95.496824
-159.1022,22,95.530836
-212.4906,43,95.570272
-188.41919,28,95.602414
-204.32756,35,95.634202
-200.62424,16,95.664861
-246.20078,25,95.704917
-208.08694,29,95.739543
-180.0243,25,95.775518
-172.59325,30,95.816409
-239.70255,20,95.816409
-160.29167,66,95.853255
-165.52588,36,95.891037
-244.79863,39,95.891037
-207.4021,18,95.923879
-240.61711,87,95.954632
-195.16586,18,95.991475
-184.10526,41,96.03338
-155.00113,26,96.065138
-211.59074,24,96.100974
-214.16466,46,96.142842
-175.55354,43,96.181928
-308.4118,37,96.214642
-174.23602,27,96.243323
-216.6538,44,96.270977
-281.88535,50,96.30741
-202.89767,21,96.341626
-183.66812,34,96.370173
-178.66423,41,96.408038
-199.10555,21,96.435734
-231.52011,19,96.469252
-161.33276,26,96.50645
-241.71536,19,96.538588
-266.8573,33,96.568747
-193.03728,29,96.598241
-176.42201,37,96.641207
-188.5401,33,96.674167
-170.92967,33,96.703853
-328.31274,31,96.741598
-203.73526,41,96.769183
-164.92786,28,96.802223
-180.9991,27,96.832951
-177.96193,33,96.863358
-247.87859,25,96.907791
-160.08011,37,96.949797
-211.33821,19,96.988491
-210.30939,34,97.024208
-168.89285,37,97.024208
-209.54515,41,97.060097
-199.37827,55,97.095915
-195.71628,46,97.130938
-188.42973,22,97.179255
-226.98244,59,97.179255
-160.27257,31,97.221193
-168.00839,32,97.256025
-144.03317,38,97.283696
-145.99342,55,97.317483
-223.16281,51,97.356245
-234.27065,51,97.388413
-161.54994,40,97.422655
-170.60196,41,97.452346
-193.90517,26,97.482913
-212.26765,31,97.518739
-169.9331,38,97.551653
-247.76659,20,97.593251
-159.16838,17,97.593251
-137.2339,35,97.624962
-230.54248,32,97.66748
-150.92429,30,97.700249
-190.25194,20,97.700249
-160.96317,36,97.748742
-181.9686,54,97.790632
-195.34164,31,97.822286
-254.71599,65,97.850841
-186.77567,32,97.879371
-188.80048,67,97.923417
-202.93515,61,97.95516
-235.66087,17,97.985758
-189.94212,22,98.015385
-170.47585,36,98.045041
-156.62949,36,98.089962
-178.8888,29,98.125913
-178.17613,21,98.155537
-169.70328,27,98.18955
-516.2264,75,98.221222
-249.63309,45,98.252964
-184.69897,39,98.297403
-192.70055,22,98.333196
-212.15184,31,98.370116
-171.60333,47,98.403027
-183.29253,28,98.434972
-160.8353,33,98.466984
-268.23102,38,98.503005
-213.23022,30,98.53893
-176.20242,45,98.569698
-203.20749,27,98.606924
-191.78716,37,98.649009
-215.86841,31,98.677541
-161.55757,30,98.707677
-214.80615,23,98.73684
-151.78215,42,98.7695
-197.28903,34,98.807398
-178.90039,26,98.846259
-170.87225,76,98.88613
-152.6845,46,98.91858
-169.14989,32,98.95415
-233.50722,35,98.95415
-173.95326,36,98.98894
-200.3285,18,99.030068
-169.12312,27,99.062988
-177.88477,35,99.100826
-253.1879,45,99.100826
-190.92677,31,99.145993
-249.14926,30,99.184216
-155.38878,31,99.217481
-192.32175,21,99.24757
-234.98958,25,99.277193
-199.35562,23,99.318081
-179.8807,33,99.346695
-184.34497,56,99.381441
-168.68472,35,99.427522
-183.66443,21,99.457203
-173.84293,24,99.48776
-258.0058,19,99.522583
-223.68391,59,99.522583
-238.5198,40,99.555333
-162.43683,45,99.595366
-245.50064,20,99.636253
-218.60588,26,99.67315
-226.37573,71,99.67315
-180.6735,34,99.708906
-215.83665,40,99.741559
-159.60693,41,99.775339
-186.59833,53,99.813389
-171.27606,31,99.84616
-312.89822,45,99.879937
-183.03535,27,99.919159
-186.28043,39,99.950927
-155.64354,42,99.983733
-174.34634,29,100.018548
-195.11063,43,100.053266
-209.53528,26,100.09112
-155.28847,37,100.122782
-234.5785,22,100.154406
-213.98978,27,100.184227
-167.92789,26,100.215915
-362.90384,42,100.246545
-157.72952,34,100.275234
-189.87071,30,100.322364
-205.73106,36,100.322364
-183.27545,37,100.369983
-270.76117,46,100.412158
-142.41318,37,100.412158
-191.33932,33,100.412158
-239.52362,50,100.449045
-189.18571,24,100.491831
-197.40085,41,100.525704
-185.202,22,100.525704
-191.58835,59,100.559397
-243.3155,43,100.559397
-234.49945,28,100.597452
-205.47632,34,100.632241
-181.84204,19,100.670136
-169.1796,37,100.705933
-221.9324,29,100.74471
-206.66081,32,100.773305
-200.44342,27,100.801991
-158.93219,38,100.837821
-146.72063,39,100.875613
-206.00218,27,100.910384
-174.01637,41,100.945286
-156.21037,37,100.945286
-156.79372,34,100.981064
-194.24931,27,101.012751
-163.44528,21,101.045429
-426.21695,75,101.076218
-227.72743,17,101.107409
-184.49194,47,101.140992
-200.92781,28,101.186359
-172.94777,37,101.227872
-210.83688,48,101.260068
-197.29668,43,101.294879
-233.2591,21,101.32554
-171.75511,43,101.32554
-342.76926,61,101.356219
-264.5371,54,101.402178
-167.24663,53,101.438814
-237.11127,22,101.477695
-152.76662,38,101.514952
-341.9992,47,101.549808
-249.55666,24,101.585554
-163.57846,29,101.620251
-221.04329,41,101.620251
-165.93706,47,101.650983
-149.73494,50,101.686795
-162.16406,31,101.718408
-321.3246,21,101.759292
-218.64493,34,101.805479
-203.1922,31,101.806503
-241.15965,30,101.847747
-158.13303,26,101.847747
-191.9074,35,101.883622
-181.76166,55,101.923497
-217.86671,15,101.966552
-186.08186,29,101.966552
-185.08911,68,101.99865
-211.35938,20,102.026714
-187.08809,21,102.063408
-174.01595,28,102.063408
-188.0194,25,102.112454
-178.27338,22,102.140015
-221.61938,32,102.174828
-167.18562,46,102.174828
-184.80728,28,102.204439
-232.88844,22,102.240278
-188.34358,36,102.280183
-151.86435,39,102.313955
-180.01811,23,102.345616
-201.37392,29,102.376238
-191.89595,28,102.405915
-183.07481,28,102.435707
-167.10065,34,102.467892
-188.2008,36,102.515687
-168.09593,25,102.546404
-165.6375,36,102.582151
-167.77567,39,102.610787
-222.46442,36,102.642393
-199.45293,38,102.683367
-221.4809,46,102.713027
-201.4645,29,102.745944
-184.4614,28,102.78595
-173.57394,35,102.816642
-179.40323,35,102.851362
-170.85352,34,109.270372
-207.43494,21,109.309299
-168.20511,38,109.342008
-151.91583,51,109.373731
-161.40347,34,109.427732
-163.32065,33,109.474435
-187.94565,22,109.474435
-153.03621,49,109.507139
-162.1322,26,109.552241
-192.14732,26,109.590056
-219.90282,38,109.635081
-190.1573,27,109.675056
-172.72934,28,109.712889
-185.18706,32,109.751821
-218.48714,50,109.800852
-156.20912,34,109.849005
-177.60074,50,109.88384
-210.25378,51,109.925817
-156.83603,29,109.97263
-1833.7462,198,110.00968
-209.16316,50,110.054869
-177.99367,54,110.109151
-185.28636,52,110.140831
-289.27875,40,110.186799
-204.2396,28,110.221905
-187.88971,43,110.254618
-152.02728,34,110.288481
-152.31339,51,110.288481
-159.51532,33,110.32636
-178.53616,41,110.354939
-184.876,27,110.39888
-176.24661,22,110.39888
-158.86398,37,110.444034
-196.60103,29,110.473561
-177.9692,64,110.500154
-182.6686,27,110.535972
-161.30838,43,110.565679
-228.77997,62,110.596388
-204.85156,25,110.636455
-227.96959,45,110.664046
-159.22295,71,110.691644
-181.299,31,110.824535
-226.51817,36,110.851168
-149.90802,39,110.881919
-176.56174,33,110.916761
-130.31073,64,110.945405
-157.734,68,110.979156
-211.92725,41,111.008995
-172.78006,30,111.042693
-192.75824,37,111.075475
-174.48106,34,111.105113
-186.4727,59,111.136762
-195.39021,34,111.1747
-146.65471,30,111.206307
-127.87843,48,111.24119
-201.2758,23,111.272142
-150.70836,32,111.305997
-174.41895,48,111.336658
-179.56346,21,111.367748
-179.59232,43,111.397393
-164.38219,34,111.449849
-202.95023,26,111.449849
-234.29515,45,111.482764
-173.12912,27,111.516495
-145.57031,40,111.552361
-183.71783,41,111.594237
-200.15942,41,111.623908
-170.94168,33,111.66079
-224.44244,54,111.690506
-154.85422,29,111.726356
-174.277,32,111.760038
-158.22437,25,111.794888
-199.3192,51,111.821357
-222.5075,55,111.851038
-154.76099,39,111.892023
-170.98402,29,111.924732
-156.92581,36,111.953392
-185.41869,20,111.99122
-161.05272,36,112.030032
-231.80077,53,112.062844
-164.53925,27,112.097633
-168.13954,47,112.127295
-183.43723,32,112.152894
-176.06168,37,112.179174
-181.7266,49,112.210118
-163.34395,33,112.254114
-161.8693,21,112.285783
-179.94327,25,112.317537
-171.76791,56,112.347678
-221.51408,35,112.375731
-210.0618,48,112.404376
-179.96286,37,112.433157
-177.87837,46,112.468489
-162.32367,25,112.509623
-179.88017,30,112.542399
-175.03993,43,112.569975
-213.32217,23,112.596417
-145.27057,44,112.631161
-139.3079,41,112.666117
-189.33832,41,112.70311
-201.63536,35,112.743067
-183.50833,40,112.774852
-203.49034,40,112.808584
-174.74081,41,112.835202
-151.2811,67,112.868094
-191.83212,40,112.897787
-147.30801,24,112.927428
-169.78049,27,112.968524
-252.25658,49,113.005472
-168.228,20,113.038378
-192.35193,22,113.072776
-184.15971,29,113.107845
-198.53761,45,113.157792
-174.1486,43,113.157792
-161.26857,24,113.192502
-195.913,22,113.226383
-198.81125,69,113.271475
-195.59943,40,113.30191
-163.97237,34,113.30191
-210.07545,31,113.345936
-188.20949,57,113.37562
-151.87665,30,113.407312
-182.59183,47,113.453867
-174.72786,32,113.501991
-184.53796,46,113.529544
-154.66635,37,113.556214
-143.37135,64,113.583806
-247.38145,51,113.619674
-250.8081,52,113.619674
-167.16136,30,113.649305
-216.86545,47,113.677056
-167.54549,23,113.720001
-168.67352,22,113.755149
-202.86917,29,113.786888
-178.54599,27,113.817781
-155.89891,24,113.846414
-173.35793,27,113.879244
-151.19301,36,113.909069
-177.24893,43,113.938809
-180.57307,20,113.983821
-149.45401,29,114.016121
-173.2697,30,114.058211
-209.07663,44,114.091009
-174.90625,30,114.122756
-167.78415,36,114.154464
-225.39386,20,114.190295
-165.1807,28,114.22875
-178.32614,46,114.258948
-184.39021,58,114.288547
-174.04031,25,114.325364
-233.4636,31,114.353046
-176.99944,24,114.383632
-161.98799,29,114.383632
-186.44089,30,114.43468
-260.71173,53,114.435704
-185.26744,31,114.47148
-185.47778,21,114.47148
-161.44173,41,114.504265
