#{"t_start": 1778795877.6988792, "env_id": "None"}
r,l,t
-210.84349,82,64.892702
-179.36642,27,64.925421
-228.29114,35,64.956899
-204.30408,55,64.993035
-188.1253,41,64.993035
-455.99396,45,65.021085
-236.11432,26,65.066351
-397.5257,54,65.096314
-223.2662,43,65.144686
-184.57504,59,65.178595
-226.8555,28,65.205051
-180.43666,29,65.256935
-231.19383,66,65.256935
-239.16821,30,65.292472
-356.0498,76,65.320265
-186.74892,60,65.346737
-214.61781,79,65.37588
-168.12727,30,65.424103
-296.109,42,65.469767
-333.0587,44,65.504959
-215.98737,50,65.538891
-335.53613,60,65.576867
-14631.923,1455,65.60452
-170.68948,75,65.630567
-170.1697,35,65.670013
-199.2988,71,65.706507
-181.8968,57,65.744344
-181.8885,49,65.776266
-206.15662,37,65.805002
-234.31386,32,65.853121
-227.93764,64,65.8881
-420.89313,68,65.913714
-429.71417,35,65.946454
-267.5222,62,65.983359
-200.30646,44,66.013269
-217.96046,49,66.042521
-187.426,36,66.083021
-283.669,46,66.126885
-348.1689,48,66.156765
-171.11212,42,66.198832
-354.59537,57,66.235737
-168.34502,69,66.268499
-181.49025,48,66.29839
-215.72922,37,66.331416
-189.19649,18,66.363685
-359.059,77,66.395044
-230.40233,46,66.422794
-163.5792,57,66.478234
-241.58951,45,66.512087
-187.61272,35,66.544074
-165.3035,43,66.575943
-368.9995,64,66.610803
-159.9966,56,66.63727
-274.70212,30,66.676235
-186.4481,48,66.718315
-188.34328,76,66.75107
-266.4345,40,66.778826
-165.66624,48,66.828409
-202.21873,38,66.856018
-214.5215,32,66.890857
-428.2069,72,66.922777
-193.12611,40,66.952664
-161.08098,43,66.987522
-200.23093,26,67.025493
-254.45691,84,67.058218
-197.88261,28,67.095193
-162.76178,34,67.129034
-220.24449,39,67.154638
-184.16464,47,67.201922
-229.20688,45,67.235627
-201.43526,39,67.261161
-166.99347,26,67.311469
-174.57457,21,67.341064
-452.38196,105,67.381066
-165.8624,33,67.410763
-4616.1924,456,67.436375
-313.70114,63,67.468065
-296.9738,65,67.495087
-200.17848,86,67.534084
-204.98805,18,67.566046
-174.0891,48,67.608366
-161.45538,39,67.6428
-218.90982,50,67.683741
-195.81961,26,67.727854
-248.56433,53,67.728881
-177.78589,39,67.764045
-286.4943,47,67.799075
-166.76244,30,67.825738
-285.7449,20,67.871963
-324.48615,86,67.903018
-200.29053,21,67.930472
-148.18288,102,67.95703
-165.58783,35,67.989101
-220.36288,29,68.02009
-284.05908,53,68.052302
-145.00269,22,68.080896
-219.28525,18,68.108458
-168.38605,26,74.35386
-185.16473,66,74.392769
-212.40186,34,74.422595
-198.50182,41,74.457787
-192.52132,40,74.490947
-219.94258,26,74.516575
-192.54926,47,74.552339
-245.16745,27,74.578153
-188.12349,47,74.604812
-186.65707,28,74.638637
-191.74928,92,74.685999
-156.11105,37,74.712248
-184.11574,40,74.753696
-163.05766,64,74.794314
-171.65349,75,74.833142
-250.43181,58,74.833142
-184.93138,38,74.868838
-207.06702,75,74.905941
-205.37193,41,74.941199
-244.36868,32,74.971872
-191.30957,33,75.006899
-675.7848,73,75.040929
-295.46234,42,75.07693
-289.4192,48,75.105575
-819.6863,108,75.139441
-188.84854,40,75.169112
-189.27411,28,75.215287
-247.02567,26,75.247416
-170.64436,57,75.285336
-166.37898,57,75.32543
-181.90782,40,75.360954
-131.69788,53,75.402129
-157.18341,83,75.429809
-266.31256,41,75.460632
-165.27754,50,75.493875
-173.57964,75,75.524558
-182.38037,35,75.557216
-177.30374,52,75.585239
-253.46756,27,75.61508
-215.91644,31,75.658373
-161.16289,37,75.686095
-184.19295,58,75.730242
-145.82344,77,75.76316
-155.59888,37,75.76316
-150.56879,40,75.797211
-197.29953,28,75.835157
-179.51518,27,75.835157
-216.16028,56,75.867994
-200.13556,19,75.914116
-187.10193,27,75.945002
-170.49887,37,75.976857
-178.83691,32,76.012435
-201.76303,40,76.054988
-267.82684,55,76.082575
-302.98013,27,76.11011
-216.97916,57,76.135722
-221.53023,29,76.169441
-183.83275,28,76.201126
-196.5204,112,76.247217
-213.55202,39,76.273864
-228.2832,30,76.302599
-174.41591,31,76.338582
-188.02998,39,76.368254
-221.96877,46,76.407372
-219.305,23,76.432967
-170.40298,44,76.465702
-197.59273,53,76.497407
-193.13127,22,76.526031
-224.09679,42,76.566117
-277.6712,44,76.59276
-164.6011,34,76.632219
-197.03253,45,76.660859
-225.15396,38,76.697858
-177.02934,26,76.730735
-183.54318,53,76.763855
-169.62805,44,76.792556
-272.05515,23,76.833708
-150.82555,45,76.864729
-156.35965,65,76.896652
-166.68063,21,76.94188
-184.88472,54,76.972115
-312.72028,35,76.998778
-151.50946,40,77.028439
-186.71866,64,77.06531
-146.45944,44,77.104409
-192.64288,65,77.135141
-205.2847,29,77.165083
-173.86652,46,77.192406
-197.63885,17,77.229666
-152.43687,43,77.262516
-140.30829,52,77.294286
-198.58586,42,77.320944
-176.50922,55,77.351644
-224.45967,29,77.383573
-175.51587,46,77.431019
-244.18948,21,77.431019
-181.24605,20,77.457969
-145.39554,61,77.488775
-166.0842,40,77.51535
-170.61354,29,77.543462
-180.69122,50,77.587036
-183.50563,38,77.587036
-181.47887,29,77.619797
-170.4262,55,77.681494
-221.34132,36,77.713206
-173.49896,51,77.742845
-157.74245,39,77.771457
-165.50719,68,77.805279
-207.81589,67,77.845653
-139.42583,22,77.879473
-218.49692,58,77.915913
-193.47229,31,77.950804
-181.194,20,77.980359
-164.81215,31,78.014299
-151.11519,42,78.045971
-307.2854,55,78.0871
-216.92836,22,78.127287
-153.50214,33,78.154833
-216.96368,122,78.187695
-173.19077,32,78.224126
-153.42055,49,78.256696
-177.01433,24,78.287415
-192.17664,62,78.314101
-147.7576,51,78.353369
-158.84511,42,78.387658
-249.26883,52,78.417701
-180.44577,31,78.449363
-171.30208,39,78.48261
-378.60822,102,78.48311
-175.28545,31,78.51994
-225.93526,52,78.553666
-203.98895,32,78.582287
-246.17508,71,78.613976
-194.08817,33,78.649413
-191.20297,26,78.678038
-187.42502,54,78.714944
-193.96028,53,78.750783
-191.67326,59,78.780352
-193.00519,40,78.817352
-191.78009,32,78.845967
-185.77919,49,78.878926
-188.2189,50,78.914822
-186.76932,25,78.948737
-169.22363,38,78.980365
-290.0527,48,79.015244
-184.25876,26,79.049054
-214.4321,30,79.077918
-177.6395,32,79.124928
-207.53033,46,79.159874
-222.04428,42,79.203177
-224.5372,35,79.2334
-145.89948,72,79.2334
-187.72461,49,79.264731
-225.86806,56,79.296598
-141.68918,45,79.324227
-157.59535,28,79.359313
-157.2699,35,79.359313
-259.9019,21,79.39417
-188.74977,31,79.444731
-182.14949,29,79.444731
-257.13745,40,79.472493
-182.61864,43,79.517582
-176.33554,62,79.553224
-200.81789,26,79.581332
-226.47556,45,79.611028
-261.43085,79,79.653166
-157.78366,28,79.68761
-250.40936,23,79.68761
-496.8551,49,79.716141
-195.04051,28,79.752332
-138.89421,56,79.78618
-326.17157,36,79.818992
-590.5267,86,79.818992
-157.71727,25,79.856863
-250.13611,17,79.887685
-246.32355,44,79.931056
-200.98544,29,79.931056
-168.06914,42,79.957776
-188.31554,21,79.992654
-205.13249,28,80.044683
-191.51395,65,80.078782
-163.16353,73,80.078782
-172.45126,45,80.122583
-184.18498,37,80.122583
-273.3217,37,80.122583
-192.09482,30,80.177027
-178.17085,53,80.204729
-238.21616,33,80.239368
-169.8934,34,80.271086
-162.9388,34,80.271086
-176.96841,40,80.297691
-195.15428,18,80.344761
-273.01825,22,80.378842
-186.88904,34,80.415825
-742.1178,132,80.448878
-190.48387,42,80.480626
-171.57155,54,80.508156
-244.65237,64,80.548616
-243.18031,35,80.548616
-233.20786,24,80.578288
-192.3659,34,80.626484
-149.78763,34,80.660431
-502.1134,119,80.690232
-161.7647,33,80.72115
-172.74266,44,80.759217
-170.50487,62,80.786895
-193.514,44,80.820885
-255.88171,77,80.820885
-177.95256,28,80.854715
-248.80643,33,80.892155
-330.89075,49,80.938107
-182.37659,28,80.9691
-203.55331,33,80.999152
-358.05447,41,81.031131
-198.7941,39,81.058448
-157.90825,58,81.093283
-179.09857,27,81.134408
-166.22906,28,81.168336
-237.68388,67,81.198079
-208.92834,34,81.238543
-201.28255,45,81.27096
-214.00548,36,81.29866
-271.3096,76,81.333528
-170.26187,41,81.377873
-160.6569,30,81.416027
-175.50522,31,81.447878
-184.58536,39,81.474487
-229.54851,67,81.513271
-183.71414,19,81.553363
-295.7861,89,81.553363
-170.63864,41,81.553363
-189.97923,32,81.586386
-132.97055,70,81.614075
-177.52823,40,81.658152
-142.78772,31,81.686903
-188.88109,46,81.717686
-217.11375,28,81.752577
-226.37311,41,81.786443
-142.74736,39,81.819458
-175.90591,32,81.866884
-146.44273,63,81.893522
-246.074,38,81.922573
-166.84647,27,81.95223
-178.68071,39,81.983213
-328.29764,78,82.018338
-342.33646,59,82.05108
-247.12755,26,82.083855
-177.94807,48,82.112597
-167.24266,29,82.163618
-195.22176,51,82.193827
-157.36769,43,82.224709
-162.26772,47,82.224709
-197.36072,41,82.254358
-249.90082,69,82.295334
-188.17212,36,82.340275
-171.0439,57,82.371639
-230.58673,35,82.371639
-203.11502,22,82.403583
-319.41336,65,82.438873
-223.69516,54,82.480871
-165.06265,49,82.480871
-184.64114,56,82.514675
-239.59077,30,82.550554
-197.7326,32,82.576154
-352.52118,34,82.609907
-171.17998,33,82.660294
-197.74623,32,82.694304
-190.46884,43,82.728151
-151.71576,40,82.765929
-273.7358,71,82.797735
-183.88297,45,82.828616
-207.33574,78,82.858173
-167.54008,29,82.888673
-179.23181,53,82.916405
-169.41997,23,82.959498
-193.30763,46,82.992333
-201.04663,31,83.036494
-197.52618,34,83.066132
-177.41177,32,83.094792
-251.42172,62,83.129665
-172.05911,32,83.165405
-192.79373,23,83.19717
-279.06705,52,83.227401
-248.2845,21,83.268912
-166.5896,52,83.300922
-267.31305,39,83.336802
-219.07338,43,83.369631
-202.00621,18,83.404525
-186.3646,36,83.44378
-181.71265,34,83.489203
-170.73442,46,83.489203
-191.59392,29,83.518914
-169.67505,26,83.549755
-249.5854,25,83.588725
-227.04872,75,83.626619
-242.63928,49,83.655443
-151.45436,34,83.69575
-275.14227,39,83.725725
-222.983,43,83.768957
-159.38376,30,83.802319
-194.43968,28,83.802818
-240.21193,161,83.832417
-195.67715,20,83.858835
-216.93364,63,83.891719
-161.67166,50,83.91849
-187.60379,41,83.963738
-172.24603,34,83.999701
-193.8271,32,84.028394
-177.45248,42,84.06125
-164.20212,57,84.109558
-178.51706,25,84.144086
-200.3839,35,84.144086
-152.60551,51,84.175882
-174.78821,69,84.216942
-175.91675,67,84.250819
-177.42758,41,84.278507
-155.75874,30,84.315389
-188.99115,57,84.348338
-189.03049,38,84.379224
-272.84473,24,84.4113
-219.12593,29,84.436883
-170.46902,50,84.469766
-249.55528,29,84.497334
-182.46399,28,84.541406
-172.44717,22,84.579534
-176.02112,28,84.579534
-197.99527,41,84.606135
-161.69453,36,84.641627
-318.2383,80,84.668211
-254.57791,44,84.695144
-166.83348,33,84.726011
-184.01659,20,84.759874
-159.89137,42,84.801006
-164.19441,30,84.836988
-370.59097,30,84.870847
-226.56317,44,84.898401
-250.03554,43,84.927047
-233.149,54,84.96401
-353.89157,72,85.001204
-219.05196,80,85.037168
-172.17317,47,85.064925
-156.87456,45,85.102317
-230.90553,37,85.133457
-247.40764,25,85.133457
-203.45686,25,85.170361
-224.43855,45,85.197006
-323.20465,22,85.228704
-202.13911,25,85.267246
-307.76746,33,85.298121
-194.02542,26,85.298121
-212.81717,26,85.335102
-231.00179,42,85.370253
-210.10167,31,85.402054
-241.51984,79,85.431933
-241.28973,20,85.431933
-242.73447,43,85.469149
-198.71687,24,85.512237
-177.48375,27,85.539936
-185.52612,34,85.576028
-214.01172,45,85.604765
-319.73325,60,85.636448
-223.72894,63,85.664063
-179.05638,16,85.695936
-200.0027,69,85.742313
-150.17838,62,85.775016
-172.43684,48,85.810967
-172.9329,39,85.810967
-187.73122,54,85.843293
-177.02512,31,85.871684
-223.81842,31,85.920166
-330.5803,61,85.947839
-192.00024,36,85.982237
-157.13454,32,86.012554
-287.25092,72,86.046529
-225.68425,59,86.086648
-188.68068,54,86.122514
-175.31186,55,92.279774
-153.78058,28,92.312625
-256.63736,38,92.342369
-174.88214,49,92.379693
-148.22041,43,92.414516
-194.10248,37,92.446147
-191.23776,35,92.47277
-170.01819,26,92.499497
-168.70035,54,92.536133
-176.03415,52,92.577109
-172.8306,30,92.610019
-182.66924,32,92.640842
-176.40506,51,92.674943
-148.02177,40,92.715062
-470.7614,72,92.743813
-226.92416,61,92.777718
-176.835,48,92.819762
-171.46996,40,92.850538
-149.44672,45,92.8782
-167.39214,41,92.908478
-194.58261,98,92.959226
-223.29926,69,93.010733
-171.88408,53,93.045432
-198.24564,73,93.074084
-165.57446,56,93.100742
-178.53027,54,93.130505
-353.85248,64,93.16016
-211.16667,20,93.193076
-159.59668,96,93.225216
-244.01161,46,93.257833
-151.60179,33,93.303464
-158.57074,29,93.304493
-182.73895,44,93.338217
-172.22763,44,93.371075
-164.70142,33,93.403788
-179.7864,43,93.506735
-203.87933,50,93.536436
-154.69193,54,93.581094
-147.5555,37,93.581094
-137.64566,32,93.612411
-163.98444,43,93.638444
-156.41095,28,93.673234
-156.84999,44,93.715165
-149.56892,29,93.742695
-245.17126,59,93.773928
-180.155,37,93.819069
-208.00468,60,93.854975
-190.45424,87,93.894063
-263.99313,37,93.926124
-184.74461,69,93.953732
-196.12431,72,93.981271
-197.21841,53,94.015077
-244.65674,61,94.048119
-128.97354,41,94.089422
-203.57182,27,94.118088
-150.54994,35,94.154971
-187.09988,58,94.204228
-211.15544,37,94.204228
-176.30463,76,94.232813
-171.2628,58,94.263556
-171.77853,61,94.308665
-207.71634,45,94.341444
-200.12912,20,94.341444
-195.58504,51,94.386686
-179.00618,39,94.418344
-206.79614,41,94.450641
-157.65082,56,94.489944
-155.07304,85,94.523798
-207.46922,41,94.523798
-167.64218,49,94.558691
-193.68631,30,94.558691
-157.41537,40,94.59912
-213.2546,38,94.634002
-195.99141,27,94.674227
-185.37708,28,94.699898
-152.17686,36,94.731703
-191.4061,80,94.760411
-164.75244,45,94.791184
-171.98749,35,94.824081
-147.853,37,94.869999
-160.70305,50,94.90229
-158.27464,35,94.931063
-222.28299,42,94.962979
-188.48883,97,95.005059
-159.95732,25,95.040156
-158.99452,32,95.069951
-162.76334,74,95.102721
-202.25372,65,95.139853
-145.62283,36,95.139853
-206.62888,22,95.174688
-171.84003,44,95.205443
-134.81912,72,95.235057
-139.48314,38,95.274952
-177.77762,24,95.306858
-153.25641,38,95.340681
-168.41023,51,95.380781
-178.75224,33,95.410454
-201.93683,58,95.452441
-171.77339,79,95.487605
-159.99068,34,95.514062
-229.74162,59,95.551185
-156.77844,32,95.58511
-136.22415,48,95.621034
-158.67767,28,95.652802
-190.88025,36,95.679489
-197.39433,52,95.711192
-160.15625,50,95.749003
-245.35532,82,95.77869
-194.5417,44,95.825795
-147.04015,66,95.852588
-148.91006,53,95.882333
-163.09251,67,95.918534
-237.88962,61,95.957404
-199.86095,40,95.957404
-218.94623,56,96.002266
-234.79839,69,96.002266
-169.89803,42,96.042246
-183.44655,41,96.071168
-172.34206,42,96.110257
-227.94307,56,96.14406
-157.84906,42,96.180067
-163.43774,39,96.218961
-161.9015,42,96.250814
-150.51532,59,96.283748
-159.23067,45,96.323602
-168.57794,54,96.359783
-146.03069,38,96.387444
-185.1061,50,96.419206
-168.99564,33,96.458606
-149.77908,36,96.458606
-241.65627,54,96.485202
-179.29948,40,96.522531
-154.67014,37,96.563724
-155.34256,27,96.564741
-162.57791,36,96.608497
-158.90746,32,96.640614
-194.13156,39,96.679542
-199.96713,22,96.679542
-152.24326,40,96.707219
-151.75076,34,96.738184
-139.63895,57,96.771135
-163.97078,30,96.811062
-196.60667,19,96.84082
-173.23724,37,96.875639
-150.25098,47,96.920688
-179.73834,40,96.950327
-160.01892,59,96.99017
-179.20921,73,97.029795
-208.46677,52,97.061526
-767.17194,112,97.108983
-184.18382,75,97.143259
-232.11493,77,97.182297
-143.88805,65,97.215464
-159.98766,42,97.245045
-164.284,68,97.273856
-154.29752,54,97.305047
-167.5007,46,97.332217
-150.66481,33,97.368878
-198.5122,52,97.409209
-156.18965,36,97.44995
-194.05449,49,97.480651
-234.34901,49,97.514391
-193.66705,47,97.540398
-216.13419,39,97.572648
-188.4333,28,97.600475
-160.51022,60,97.637208
-177.14883,68,97.673041
-220.764,33,97.709918
-151.52162,27,97.74067
-193.41878,36,97.770137
-160.60216,28,97.825898
-208.68199,69,97.856771
-159.76456,80,97.893683
-171.31711,56,97.922457
-195.23566,69,97.951545
-164.58145,56,97.987536
-186.50801,45,97.987536
-167.06549,45,98.013575
-174.48587,31,98.064669
-156.74771,35,98.098658
-162.98752,48,98.126268
-179.5917,57,98.15957
-167.48563,31,98.20085
-180.23248,25,98.231489
-133.20453,64,98.269244
-255.69333,70,98.269244
-366.2831,80,98.309171
-233.47606,50,98.343858
-155.81345,88,98.375688
-145.91797,41,98.406524
-163.72443,40,98.438322
-173.11574,68,98.465907
-153.977,31,98.51103
-153.29413,49,98.543956
-192.41805,28,98.575949
-171.10036,53,98.605703
-190.54079,31,98.644684
-159.58556,50,98.684705
-171.49777,54,98.728754
-192.23993,42,98.757345
-160.71727,42,98.791101
-146.16954,60,98.816468
-176.56502,47,98.855587
-174.56741,29,98.892671
-152.23228,50,98.919186
-170.3585,52,98.956125
-202.07677,25,98.983704
-163.4995,33,99.01749
-152.59007,44,99.06163
-168.61646,33,99.10161
-188.5939,53,99.10161
-194.20093,34,99.129253
-192.17535,51,99.16103
-155.17996,62,99.215012
-155.67897,49,99.243551
-168.04718,43,99.282516
-183.39697,33,99.28354
-183.01004,38,99.3154
-172.30699,40,99.348079
-801.32,91,99.381116
-194.75652,29,99.410935
-181.09064,60,99.452407
-142.11995,35,99.48777
-204.1313,60,99.531151
-181.48875,38,99.560968
-138.65392,43,99.587659
-178.9715,53,99.639861
-213.4797,28,99.667409
-209.06671,76,99.696202
-154.61244,43,99.726197
-139.10992,66,99.754951
-173.32977,61,99.792464
-159.88177,46,99.822993
-181.05879,32,99.863084
-181.02412,40,99.905114
-216.30263,24,99.905114
-136.6388,41,99.937859
-279.08798,53,99.967294
-179.34929,50,100.015644
-137.23674,95,100.046501
-221.87328,34,100.088732
-155.26418,76,100.088732
-159.60397,52,100.123404
-336.37396,38,100.155102
-146.59077,52,100.198532
-198.84805,58,100.224121
-136.83382,37,100.254741
-186.5248,40,100.297936
-193.46365,40,100.337232
-158.49998,52,100.363978
-231.4518,35,100.399853
-134.48201,76,100.431633
-147.55418,48,100.466443
-157.13194,53,100.497142
-187.73495,43,100.5414
-175.34053,33,100.5414
-172.05829,31,100.5414
-205.5633,27,100.585765
-191.20111,98,100.622927
-246.53885,44,100.65182
-148.41365,34,100.681589
-202.27252,46,100.707203
-186.60135,39,100.746108
-135.99158,53,100.789177
-198.53537,63,100.832685
-192.99857,47,100.832685
-171.452,54,100.876947
-188.965,38,100.876947
-158.18365,50,100.906666
-248.90685,61,100.93552
-197.92007,59,100.966165
-184.21031,27,100.996969
-151.07462,49,101.042283
-209.00343,41,101.071431
-164.34459,37,101.111293
-164.42899,36,101.142743
-154.6689,41,101.180574
-198.73628,54,101.212356
-150.98866,51,101.251426
-209.84518,71,101.287284
-234.96329,31,101.316958
-177.29182,27,101.349688
-176.25146,55,101.381576
-222.66464,48,101.415526
-181.76028,61,101.415526
-167.76773,33,101.442635
-192.59363,34,101.490321
-163.95772,44,101.518059
-173.41438,27,101.555019
-194.87851,31,101.585954
-157.03807,37,101.6157
-175.49527,34,101.64336
-158.18985,47,101.675103
-187.27544,53,101.675103
-197.41132,25,101.7235
-200.03267,27,101.754291
-169.68085,39,101.785443
-182.1275,45,101.812294
-156.4169,60,101.866382
-154.11859,28,101.897146
-144.33801,76,101.923251
-177.75319,60,101.951366
-173.25781,44,101.985063
-174.30884,70,102.014292
-215.62292,43,102.04301
-173.1253,53,102.04301
-154.93599,30,102.088506
-174.22087,33,102.127704
-166.95174,36,102.127704
-173.03442,32,102.160855
-166.65923,35,102.196875
-167.22855,37,102.229766
-149.50667,28,102.274254
-173.74684,68,102.303957
-218.03027,53,102.330478
-190.82507,35,102.371052
-209.89764,54,102.416324
-166.55234,42,102.416324
-261.56894,43,102.451279
-199.66374,74,102.492281
-165.08122,42,102.521268
-176.83546,40,102.548297
-188.37447,26,102.593084
-147.38826,47,102.630251
-148.4706,60,102.661275
-312.34113,39,102.690021
-159.62656,29,102.72596
-210.32742,28,102.72596
-170.1895,33,102.758857
-227.98099,48,102.790684
-201.43593,29,102.838138
-178.8549,24,102.871388
-235.14568,43,102.905237
-173.56581,44,102.934075
-145.3681,43,102.980424
-183.80038,75,103.013187
-233.02092,64,103.051144
-160.85934,31,103.051144
-164.73383,78,103.095326
-162.38634,54,103.12403
-203.68819,19,103.15067
-245.98306,61,103.1805
-173.70071,29,103.206824
-238.52682,27,103.259864
-228.93138,30,103.259864
-166.11362,55,103.298778
-143.52058,40,103.331411
-207.27406,103,109.575936
-218.93599,54,109.601464
-168.49287,32,109.628102
-166.06198,34,109.65571
-164.59096,93,109.684547
-166.54234,30,109.719463
-159.37546,36,109.782175
-165.62305,43,109.810845
-195.189,59,109.839579
-175.78873,51,109.874515
-243.26834,54,109.913689
-216.4256,111,109.913689
-147.8575,48,109.944512
-142.2339,38,109.990638
-178.8967,23,110.020411
-168.97816,80,110.049168
-204.36447,44,110.087077
-168.6099,53,110.114702
-148.59706,55,110.145521
-145.94518,49,110.181404
-166.0395,49,110.181404
-167.8475,30,110.217243
-146.638,34,110.244786
-168.27531,23,110.286743
-151.71379,50,110.316424
-160.74026,32,110.351011
-165.53618,39,110.384611
-201.86581,33,110.421683
-144.08252,58,110.456344
-164.77194,36,110.494701
-161.09604,40,110.530763
-200.80528,76,110.559252
-180.25746,32,110.593608
-161.98117,37,110.639328
-151.72154,28,110.639328
-217.39531,57,110.670313
-158.64632,26,110.699386
-207.39806,82,110.726048
-224.06268,72,110.76632
-168.96503,50,110.805359
-141.04471,34,110.846529
-147.853,41,110.873164
-191.06746,41,110.905894
-173.17116,48,110.938883
-207.76218,69,110.968509
-190.50153,18,110.995091
-185.24681,63,111.03092
-239.58754,44,111.070925
-176.6194,34,111.099601
-248.06728,59,111.126414
-166.6535,36,111.161252
-131.72598,36,111.201129
-159.51942,43,111.235354
-192.45987,55,111.269558
-168.51224,39,111.303299
-211.88693,49,111.348396
-207.78986,67,111.380252
-228.50487,49,111.413298
-173.64844,58,111.444543
-206.46765,37,111.475133
-148.74036,59,111.519131
-213.02112,29,111.547935
-147.00722,45,111.577768
-157.33821,30,111.616839
-230.322,53,111.616839
-172.38145,32,111.65481
-140.63368,46,111.696833
-180.77312,30,111.739998
-176.01022,63,111.772518
-155.09003,44,111.805952
-216.36897,47,111.8357
-169.94511,21,111.880579
-214.9092,74,111.916336
-178.13603,55,111.955169
-183.08139,76,111.981766
-254.71245,79,112.02074
-140.43585,49,112.052066
-211.01302,59,112.052572
-177.23991,54,112.089584
-148.88986,37,112.089584
-145.93002,35,112.12132
-161.7177,34,112.155178
-170.3345,38,112.18805
-154.0237,36,112.226292
-181.09024,40,112.258456
-162.58781,43,112.289205
-225.17949,49,112.329063
-187.34346,42,112.366828
-221.67058,54,112.396616
-143.04593,64,112.429359
-185.07074,51,112.463588
-130.16168,36,112.490799
-170.81848,49,112.526695
-191.91074,46,112.526695
-184.61348,27,112.575827
-177.95663,22,112.606554
-150.32857,50,112.640341
-176.28781,56,112.675263
-189.77863,41,112.705086
-142.73143,65,112.73674
-128.17651,75,112.764565
-145.71472,58,112.802594
-161.1405,35,112.850796
-158.33368,46,112.881586
-171.83328,49,112.910846
-149.15387,31,112.940899
-148.07059,46,112.983341
-184.24074,40,113.00945
-180.16985,52,113.042222
-127.45633,60,113.072136
-140.22581,30,113.10284
-144.80943,38,113.130512
-157.31244,60,113.184191
-184.40541,64,113.217014
-175.79745,40,113.245698
-170.81989,37,113.276464
-158.04054,49,113.304265
-151.04192,36,113.331504
-194.08733,67,113.37606
-164.98502,55,113.403816
-146.509,36,113.434742
-159.1959,37,113.473612
-173.34659,47,113.50886
-204.87956,62,113.556192
-210.33531,45,113.581799
-147.25952,67,113.612496
-150.58603,53,113.665393
-386.5201,94,113.695569
-156.92934,72,113.726339
-189.40091,72,113.761733
-156.58624,47,113.801971
-152.27028,47,113.83057
-146.23415,49,113.861276
-188.05614,28,113.896317
-149.55899,34,113.938435
-261.9633,90,113.967045
-221.45352,54,114.006995
-147.96223,53,114.035729
-149.54155,47,114.076837
-156.08968,40,114.106487
-174.61772,56,114.138229
-163.94553,34,114.164942
-209.4747,37,114.19588
-131.50659,57,114.224497
-216.19505,37,114.260193
-159.52632,27,114.305338
-165.74481,44,114.343953
-213.08934,57,114.382394
-139.38449,50,114.418818
-188.20139,38,114.418818
-197.96713,77,114.448492
-151.26482,32,114.481449
-148.56369,65,114.512612
-231.0357,32,114.554074
-149.50122,77,114.582266
-171.83841,40,114.62058
-209.87325,57,114.649635
-166.83618,50,114.687252
-173.42734,25,114.719054
-180.40851,55,114.753968
-163.70786,55,114.78881
-185.55275,60,114.826787
-141.13977,52,114.86256
-154.18321,46,114.893285
-172.06358,49,114.923574
-146.84903,43,114.967408
-150.71635,59,115.004421
-173.47862,71,115.038409
-147.07397,47,115.071172
-141.128,45,115.100885
-151.88623,41,115.127424
-139.3359,71,115.168576
-229.64378,97,115.200291
-160.2113,46,115.232122
-171.13309,44,115.269104
-135.5203,45,115.301471
-145.12788,40,115.336341
-150.96036,46,115.363394
-176.15187,29,115.399807
-154.51527,40,115.432554
-154.56123,52,115.432554
-169.094,36,115.460165
-161.61212,40,115.503128
-171.4307,47,115.542578
-153.5859,33,115.572841
-150.56856,43,115.600417
-178.39775,52,115.633669
-173.86263,49,115.673648
-184.40077,48,115.673648
-136.16505,57,115.703899
-162.42162,40,115.735364
-174.26591,27,115.765033
-167.33453,27,115.794827
-196.71706,44,115.842473
-156.0281,36,115.842473
-165.58551,38,115.883883
-154.65802,43,115.922559
-173.9635,52,115.949937
-196.66095,51,115.98469
-175.09012,47,116.012613
-221.4871,35,116.046057
-162.52646,35,116.047075
-400.86758,68,116.078889
-190.2738,28,116.124882
-138.12993,38,116.153563
-152.70874,51,116.187634
-152.29706,42,116.225679
-150.93385,48,116.251145
-172.56503,40,116.278542
-208.93967,65,116.316344
-187.28827,30,116.350822
-161.88327,34,116.390792
-193.03983,53,116.432333
-136.05821,85,116.466496
-177.77066,44,116.49303
-131.62866,48,116.54123
-177.64943,65,116.573286
-179.36595,56,116.602091
-161.15921,30,116.640381
-209.43338,70,116.640381
-174.21245,30,116.672236
-170.20352,52,116.672236
-172.61758,43,116.703573
-221.24074,39,116.758388
-145.785,28,116.787138
-237.40094,42,116.824241
-143.62973,44,116.824241
-174.58813,35,116.853487
-143.91049,45,116.892632
-162.18579,45,116.924334
-172.37143,52,116.953487
-168.21243,40,117.000394
-161.31403,34,117.030179
-193.29498,33,117.0733
-199.85077,48,117.105179
-215.08372,62,117.153481
-156.14484,30,117.153481
-174.27031,58,117.186392
-156.32683,50,117.230474
-192.08406,95,117.264283
-160.93695,41,117.264283
-209.90399,76,117.292927
-378.7128,51,117.324623
-204.91948,31,117.36759
-150.43846,28,117.400452
-167.2454,36,117.440621
-169.02716,64,117.469187
-217.21597,43,117.504075
-167.72688,38,117.530787
-161.3132,28,117.564569
-160.47023,85,117.600385
-650.7226,93,117.631076
-191.49786,32,117.660741
-188.79166,33,117.695544
-183.70163,56,117.726051
-189.61295,56,117.759806
